detail_id,transaction_id,item_id,quantity
120,T0000000230,S005,1
121,T0000000231,S004,1
122,T0000000231,S004,1
123,T0000000231,S003,1
124,T0000000232,S001,1
125,T0000000233,S002,2
126,T0000000234,S001,2
127,T0000000235,S001,1
128,T0000000236,S001,3
129,T0000000237,S003,1
130,T0000000238,S003,1
131,T0000000239,S002,1
132,T0000000240,S005,1
133,T0000000241,S002,2
134,T0000000242,S005,1
135,T0000000243,S001,1
136,T0000000244,S005,1
137,T0000000245,S003,1
138,T0000000246,S004,1
139,T0000000247,S002,2
140,T0000000248,S003,1
141,T0000000249,S005,1
142,T0000000250,S004,1
143,T0000000251,S001,1
144,T0000000252,S005,1
145,T0000000253,S001,1
146,T0000000254,S005,1
147,T0000000255,S001,1
148,T0000000256,S003,1
149,T0000000257,S005,1
150,T0000000258,S001,1
151,T0000000259,S003,2
152,T0000000260,S002,1
153,T0000000261,S001,1
154,T0000000262,S001,2
155,T0000000263,S001,1
156,T0000000264,S004,1
157,T0000000265,S001,2
158,T0000000265,S001,2
159,T0000000266,S004,1
160,T0000000267,S001,1
161,T0000000268,S002,2
162,T0000000269,S001,1
163,T0000000270,S005,1
164,T0000000271,S001,1
165,T0000000272,S004,1
166,T0000000273,S001,2
167,T0000000274,S002,1
168,T0000000275,S001,1
169,T0000000276,S005,1
170,T0000000277,S001,1
171,T0000000278,S001,2
172,T0000000279,S003,1
173,T0000000280,S001,1
174,T0000000281,S003,1
175,T0000000282,S001,1
176,T0000000283,S003,1
177,T0000000284,S001,1
178,T0000000285,S002,1
179,T0000000286,S001,1
180,T0000000287,S001,2
181,T0000000288,S005,1
182,T0000000289,S001,1
183,T0000000290,S003,1
184,T0000000291,S005,1
185,T0000000292,S005,1
186,T0000000293,S005,1
187,T0000000294,S005,1
188,T0000000295,S002,1
189,T0000000296,S001,2
190,T0000000297,S002,1
191,T0000000298,S005,1
192,T0000000299,S001,1
193,T0000000300,S001,1
194,T0000000301,S005,1
195,T0000000302,S004,1
196,T0000000303,S005,1
197,T0000000304,S001,1
198,T0000000305,S005,1
199,T0000000306,S002,1
200,T0000000307,S001,1
201,T0000000308,S005,1
202,T0000000309,S005,1
203,T0000000310,S005,1
204,T0000000311,S003,1
205,T0000000312,S001,2
206,T0000000313,S002,1
207,T0000000314,S001,1
208,T0000000315,S002,1
209,T0000000316,S004,1
210,T0000000317,S002,1
211,T0000000318,S002,1
212,T0000000319,S001,1
213,T0000000319,S002,2
214,T0000000320,S002,1
215,T0000000321,S002,1
216,T0000000322,S005,1
217,T0000000323,S004,1
218,T0000000324,S001,1
219,T0000000325,S002,1
220,T0000000326,S001,1
221,T0000000327,S002,1
222,T0000000328,S001,2
223,T0000000329,S004,1
224,T0000000330,S001,1
225,T0000000331,S001,1
226,T0000000332,S005,1
227,T0000000333,S001,2
228,T0000000334,S001,1
229,T0000000335,S002,1
230,T0000000336,S003,1
231,T0000000336,S003,1
232,T0000000337,S001,1
233,T0000000338,S002,1
234,T0000000339,S002,1
235,T0000000340,S002,3
236,T0000000341,S002,1
237,T0000000342,S001,1
238,T0000000343,S004,1
239,T0000000343,S002,1
240,T0000000344,S002,1
241,T0000000345,S003,1
242,T0000000346,S005,1
243,T0000000347,S005,1
244,T0000000348,S005,1
245,T0000000349,S001,1
246,T0000000350,S001,1
247,T0000000351,S004,1
248,T0000000352,S002,1
249,T0000000353,S002,1
250,T0000000354,S001,1
251,T0000000355,S002,1
252,T0000000356,S005,1
253,T0000000357,S002,2
254,T0000000358,S002,1
255,T0000000359,S002,2
256,T0000000360,S004,1
257,T0000000360,S005,1
258,T0000000361,S002,1
259,T0000000362,S001,1
260,T0000000363,S004,1
261,T0000000364,S004,1
262,T0000000365,S002,1
263,T0000000366,S002,1
264,T0000000367,S003,1
265,T0000000368,S001,2
266,T0000000369,S004,1
267,T0000000370,S002,1
268,T0000000371,S005,1
269,T0000000372,S002,1
270,T0000000373,S001,1
271,T0000000374,S004,1
272,T0000000375,S001,1
273,T0000000376,S001,1
274,T0000000377,S004,2
275,T0000000378,S001,1
276,T0000000379,S005,1
277,T0000000380,S003,1
278,T0000000381,S005,1
279,T0000000382,S002,1
280,T0000000383,S001,2
281,T0000000383,S001,1
282,T0000000383,S003,2
283,T0000000384,S004,1
284,T0000000385,S005,1
285,T0000000386,S005,1
286,T0000000387,S001,1
287,T0000000388,S001,2
288,T0000000389,S004,1
289,T0000000390,S005,2
290,T0000000391,S003,1
291,T0000000392,S004,1
292,T0000000393,S005,1
293,T0000000394,S001,1
294,T0000000395,S002,1
295,T0000000396,S001,1
296,T0000000397,S005,1
297,T0000000397,S001,1
298,T0000000397,S004,1
299,T0000000398,S001,1
300,T0000000399,S005,1
301,T0000000400,S005,1
302,T0000000401,S003,1
303,T0000000402,S004,1
304,T0000000403,S003,1
305,T0000000404,S001,2
306,T0000000405,S005,1
307,T0000000406,S003,1
308,T0000000407,S005,1
309,T0000000408,S004,1
310,T0000000409,S003,1
311,T0000000410,S002,2
312,T0000000411,S002,1
313,T0000000412,S001,1
314,T0000000413,S001,3
315,T0000000414,S005,1
316,T0000000415,S005,1
317,T0000000416,S002,1
318,T0000000417,S002,1
319,T0000000418,S004,1
320,T0000000419,S002,1
321,T0000000420,S001,4
322,T0000000421,S002,1
323,T0000000422,S001,2
324,T0000000423,S002,1
325,T0000000424,S004,1
326,T0000000425,S004,1
327,T0000000426,S002,1
328,T0000000427,S005,1
329,T0000000428,S003,1
330,T0000000429,S005,1
331,T0000000430,S003,1
332,T0000000431,S002,1
333,T0000000432,S004,1
334,T0000000433,S004,2
335,T0000000434,S001,1
336,T0000000435,S001,1
337,T0000000436,S004,1
338,T0000000437,S005,1
339,T0000000438,S001,2
340,T0000000439,S001,1
341,T0000000440,S003,1
342,T0000000441,S005,1
343,T0000000442,S002,1
344,T0000000443,S001,1
345,T0000000444,S005,1
346,T0000000445,S005,1
347,T0000000446,S003,2
348,T0000000447,S005,1
349,T0000000448,S005,2
350,T0000000449,S004,1
351,T0000000450,S002,1
352,T0000000451,S001,1
353,T0000000452,S004,2
354,T0000000453,S004,1
355,T0000000454,S002,2
356,T0000000454,S005,1
357,T0000000455,S005,1
358,T0000000456,S004,1
359,T0000000457,S004,1
360,T0000000458,S001,1
361,T0000000459,S003,1
362,T0000000460,S002,1
363,T0000000461,S004,2
364,T0000000462,S003,1
365,T0000000463,S004,1
366,T0000000464,S004,1
367,T0000000465,S002,1
368,T0000000466,S001,1
369,T0000000467,S001,1
370,T0000000468,S001,1
371,T0000000469,S004,1
372,T0000000470,S002,1
373,T0000000471,S001,1
374,T0000000472,S004,1
375,T0000000472,S004,1
376,T0000000473,S002,1
377,T0000000474,S001,3
378,T0000000475,S002,1
379,T0000000476,S001,1
380,T0000000477,S005,1
381,T0000000478,S005,1
382,T0000000479,S002,1
383,T0000000479,S005,1
384,T0000000480,S004,1
385,T0000000481,S001,3
386,T0000000482,S005,1
387,T0000000483,S002,1
388,T0000000484,S002,1
389,T0000000485,S005,1
390,T0000000486,S001,1
391,T0000000487,S002,1
392,T0000000488,S003,1
393,T0000000489,S003,1
394,T0000000490,S001,2
395,T0000000491,S001,1
396,T0000000492,S001,1
397,T0000000493,S001,4
398,T0000000494,S001,2
399,T0000000495,S001,1
400,T0000000496,S004,1
401,T0000000497,S001,2
402,T0000000498,S002,2
403,T0000000499,S004,2
404,T0000000500,S003,1
405,T0000000501,S004,1
406,T0000000502,S003,1
407,T0000000503,S002,1
408,T0000000504,S002,1
409,T0000000505,S005,2
410,T0000000506,S002,3
411,T0000000507,S002,1
412,T0000000508,S004,1
413,T0000000509,S001,1
414,T0000000510,S004,1
415,T0000000511,S002,1
416,T0000000512,S003,1
417,T0000000513,S004,1
418,T0000000513,S004,1
419,T0000000513,S005,1
420,T0000000514,S004,1
421,T0000000515,S005,1
422,T0000000516,S001,2
423,T0000000517,S005,1
424,T0000000518,S002,2
425,T0000000519,S005,1
426,T0000000520,S001,2
427,T0000000521,S001,1
428,T0000000522,S001,1
429,T0000000523,S002,2
430,T0000000524,S001,1
431,T0000000525,S002,2
432,T0000000526,S001,1
433,T0000000527,S004,1
434,T0000000528,S003,1
435,T0000000529,S001,3
436,T0000000530,S001,2
437,T0000000531,S004,1
438,T0000000532,S003,1
439,T0000000533,S002,1
440,T0000000534,S004,1
441,T0000000535,S003,1
442,T0000000536,S002,1
443,T0000000537,S005,1
444,T0000000538,S004,1
445,T0000000539,S002,1
446,T0000000540,S005,1
447,T0000000541,S005,1
448,T0000000542,S004,1
449,T0000000543,S003,1
450,T0000000544,S001,2
451,T0000000545,S001,2
452,T0000000546,S005,1
453,T0000000547,S004,1
454,T0000000547,S001,1
455,T0000000547,S001,1
456,T0000000548,S001,1
457,T0000000549,S002,1
458,T0000000550,S005,1
459,T0000000551,S004,1
460,T0000000552,S002,1
461,T0000000553,S004,1
462,T0000000554,S005,1
463,T0000000555,S004,1
464,T0000000556,S003,1
465,T0000000557,S001,1
466,T0000000558,S004,1
467,T0000000558,S004,1
468,T0000000559,S002,1
469,T0000000560,S001,1
470,T0000000561,S001,1
471,T0000000562,S004,1
472,T0000000563,S005,1
473,T0000000564,S001,2
474,T0000000565,S002,1
475,T0000000566,S001,1
476,T0000000567,S003,1
477,T0000000568,S002,1
478,T0000000569,S005,1
479,T0000000570,S004,1
480,T0000000571,S002,1
481,T0000000572,S001,3
482,T0000000572,S002,2
483,T0000000573,S004,1
484,T0000000574,S004,1
485,T0000000575,S003,1
486,T0000000576,S005,1
487,T0000000577,S005,1
488,T0000000578,S001,1
489,T0000000579,S005,1
490,T0000000580,S001,1
491,T0000000581,S001,1
492,T0000000582,S005,1
493,T0000000583,S005,1
494,T0000000584,S001,1
495,T0000000585,S002,1
496,T0000000586,S005,1
497,T0000000587,S005,1
498,T0000000588,S005,1
499,T0000000589,S004,1
500,T0000000589,S001,2
501,T0000000590,S004,1
502,T0000000591,S002,1
503,T0000000592,S005,1
504,T0000000593,S004,1
505,T0000000593,S001,1
506,T0000000594,S002,1
507,T0000000595,S001,1
508,T0000000596,S001,1
509,T0000000597,S004,1
510,T0000000598,S004,1
511,T0000000599,S003,1
512,T0000000600,S002,1
513,T0000000601,S001,3
514,T0000000602,S004,1
515,T0000000603,S001,3
516,T0000000604,S005,1
517,T0000000605,S004,1
518,T0000000606,S005,1
519,T0000000607,S002,2
520,T0000000608,S002,1
521,T0000000609,S003,2
522,T0000000610,S004,1
523,T0000000611,S001,1
524,T0000000612,S003,1
525,T0000000613,S002,3
526,T0000000614,S002,1
527,T0000000615,S004,2
528,T0000000616,S003,1
529,T0000000617,S002,1
530,T0000000618,S003,2
531,T0000000619,S002,1
532,T0000000620,S005,1
533,T0000000621,S001,1
534,T0000000622,S001,1
535,T0000000623,S003,1
536,T0000000624,S001,3
537,T0000000625,S005,1
538,T0000000626,S001,2
539,T0000000627,S005,1
540,T0000000628,S003,1
541,T0000000629,S001,1
542,T0000000630,S002,1
543,T0000000631,S001,3
544,T0000000632,S003,1
545,T0000000633,S005,1
546,T0000000634,S004,1
547,T0000000635,S003,1
548,T0000000636,S005,1
549,T0000000637,S002,1
550,T0000000638,S004,1
551,T0000000639,S003,1
552,T0000000640,S001,1
553,T0000000641,S001,1
554,T0000000642,S001,2
555,T0000000643,S001,1
556,T0000000644,S001,1
557,T0000000645,S001,1
558,T0000000646,S005,1
559,T0000000647,S002,1
560,T0000000648,S004,1
561,T0000000649,S001,1
562,T0000000650,S001,1
563,T0000000651,S001,2
564,T0000000652,S001,2
565,T0000000653,S005,2
566,T0000000654,S005,1
567,T0000000655,S001,1
568,T0000000656,S002,1
569,T0000000657,S004,1
570,T0000000658,S005,1
571,T0000000659,S001,1
572,T0000000660,S001,1
573,T0000000661,S005,1
574,T0000000662,S005,1
575,T0000000663,S001,2
576,T0000000664,S003,1
577,T0000000665,S005,1
578,T0000000666,S001,2
579,T0000000667,S001,1
580,T0000000668,S003,1
581,T0000000669,S003,1
582,T0000000670,S003,1
583,T0000000671,S001,1
584,T0000000672,S001,2
585,T0000000673,S001,1
586,T0000000674,S005,1
587,T0000000675,S005,1
588,T0000000676,S004,1
589,T0000000677,S001,1
590,T0000000678,S001,1
591,T0000000679,S005,1
592,T0000000680,S003,1
593,T0000000681,S004,1
594,T0000000682,S005,1
595,T0000000683,S001,1
596,T0000000683,S005,1
597,T0000000683,S003,1
598,T0000000684,S005,1
599,T0000000685,S005,1
600,T0000000686,S001,1
601,T0000000687,S003,1
602,T0000000688,S003,1
603,T0000000689,S001,1
604,T0000000690,S003,1
605,T0000000691,S004,1
606,T0000000692,S002,1
607,T0000000693,S005,1
608,T0000000694,S003,1
609,T0000000695,S004,1
610,T0000000696,S003,1
611,T0000000697,S001,1
612,T0000000698,S005,1
613,T0000000699,S001,3
614,T0000000700,S005,1
615,T0000000701,S004,1
616,T0000000702,S004,1
617,T0000000703,S001,1
618,T0000000704,S001,1
619,T0000000705,S004,1
620,T0000000706,S001,1
621,T0000000707,S005,1
622,T0000000708,S005,1
623,T0000000709,S004,1
624,T0000000710,S004,1
625,T0000000711,S003,1
626,T0000000712,S004,2
627,T0000000713,S003,1
628,T0000000714,S005,1
629,T0000000715,S005,1
630,T0000000716,S003,1
631,T0000000717,S002,1
632,T0000000718,S001,1
633,T0000000719,S002,1
634,T0000000720,S001,2
635,T0000000721,S002,1
636,T0000000722,S002,2
637,T0000000723,S003,1
638,T0000000724,S005,1
639,T0000000725,S005,1
640,T0000000726,S001,4
641,T0000000727,S002,1
642,T0000000728,S003,1
643,T0000000729,S001,3
644,T0000000730,S002,1
645,T0000000731,S001,2
646,T0000000732,S003,1
647,T0000000733,S002,1
648,T0000000734,S001,2
649,T0000000735,S005,1
650,T0000000736,S005,1
651,T0000000737,S004,1
652,T0000000738,S001,1
653,T0000000739,S001,3
654,T0000000739,S002,1
655,T0000000740,S002,2
656,T0000000741,S005,1
657,T0000000742,S005,1
658,T0000000743,S001,4
659,T0000000744,S003,1
660,T0000000745,S005,1
661,T0000000746,S002,1
662,T0000000747,S001,1
663,T0000000748,S003,1
664,T0000000749,S004,1
665,T0000000750,S002,1
666,T0000000751,S002,2
667,T0000000752,S004,1
668,T0000000753,S001,1
669,T0000000754,S005,1
670,T0000000755,S005,1
671,T0000000756,S005,1
672,T0000000757,S005,1
673,T0000000758,S003,1
674,T0000000759,S001,1
675,T0000000760,S002,1
676,T0000000761,S001,1
677,T0000000762,S002,2
678,T0000000763,S001,3
679,T0000000764,S005,1
680,T0000000765,S002,1
681,T0000000766,S003,2
682,T0000000767,S005,1
683,T0000000768,S004,1
684,T0000000769,S001,1
685,T0000000770,S005,1
686,T0000000771,S005,1
687,T0000000772,S003,1
688,T0000000773,S002,2
689,T0000000774,S004,1
690,T0000000775,S001,1
691,T0000000776,S001,1
692,T0000000777,S002,1
693,T0000000778,S005,1
694,T0000000779,S002,1
695,T0000000780,S005,1
696,T0000000781,S003,1
697,T0000000781,S001,3
698,T0000000782,S003,2
699,T0000000783,S004,1
700,T0000000784,S002,1
701,T0000000785,S001,1
702,T0000000786,S002,2
703,T0000000787,S003,1
704,T0000000788,S002,1
705,T0000000789,S002,1
706,T0000000790,S005,1
707,T0000000790,S003,1
708,T0000000790,S004,1
709,T0000000790,S003,2
710,T0000000791,S001,2
711,T0000000792,S005,1
712,T0000000793,S004,1
713,T0000000794,S001,1
714,T0000000795,S004,1
715,T0000000796,S001,1
716,T0000000797,S002,1
717,T0000000797,S003,1
718,T0000000798,S005,1
719,T0000000799,S003,1
720,T0000000800,S003,1
721,T0000000801,S002,1
722,T0000000801,S001,1
723,T0000000802,S005,1
724,T0000000803,S004,1
725,T0000000804,S001,1
726,T0000000805,S005,1
727,T0000000806,S004,1
728,T0000000807,S005,1
729,T0000000808,S002,1
730,T0000000809,S001,2
731,T0000000810,S004,1
732,T0000000811,S001,1
733,T0000000812,S005,1
734,T0000000813,S003,1
735,T0000000814,S002,1
736,T0000000815,S001,1
737,T0000000816,S005,1
738,T0000000817,S005,1
739,T0000000818,S003,1
740,T0000000819,S001,1
741,T0000000820,S002,1
742,T0000000821,S003,1
743,T0000000822,S002,1
744,T0000000823,S004,1
745,T0000000824,S002,1
746,T0000000825,S001,1
747,T0000000826,S005,1
748,T0000000827,S001,2
749,T0000000828,S002,1
750,T0000000829,S005,1
751,T0000000830,S005,1
752,T0000000831,S002,1
753,T0000000832,S005,1
754,T0000000833,S004,1
755,T0000000834,S005,1
756,T0000000835,S001,1
757,T0000000836,S005,1
758,T0000000837,S003,2
759,T0000000838,S001,1
760,T0000000839,S005,1
761,T0000000840,S003,2
762,T0000000841,S002,2
763,T0000000842,S005,1
764,T0000000843,S005,1
765,T0000000844,S005,1
766,T0000000845,S005,1
767,T0000000846,S001,1
768,T0000000847,S005,1
769,T0000000848,S003,1
770,T0000000849,S003,1
771,T0000000850,S001,2
772,T0000000851,S002,1
773,T0000000852,S002,1
774,T0000000853,S005,1
775,T0000000854,S001,3
776,T0000000855,S002,1
777,T0000000855,S002,1
778,T0000000856,S002,1
779,T0000000857,S001,1
780,T0000000858,S004,1
781,T0000000859,S005,1
782,T0000000860,S001,4
783,T0000000861,S003,1
784,T0000000862,S004,1
785,T0000000863,S001,1
786,T0000000864,S005,1
787,T0000000865,S005,1
788,T0000000866,S001,2
789,T0000000867,S004,1
790,T0000000868,S001,2
791,T0000000869,S005,1
792,T0000000870,S004,1
793,T0000000871,S004,1
794,T0000000872,S002,1
795,T0000000873,S001,2
796,T0000000874,S005,1
797,T0000000875,S005,1
798,T0000000876,S002,1
799,T0000000877,S001,2
800,T0000000878,S005,1
801,T0000000879,S002,1
802,T0000000880,S005,1
803,T0000000881,S002,1
804,T0000000882,S004,1
805,T0000000883,S003,1
806,T0000000884,S005,1
807,T0000000884,S001,1
808,T0000000885,S005,1
809,T0000000886,S005,1
810,T0000000887,S004,1
811,T0000000888,S005,1
812,T0000000889,S005,1
813,T0000000890,S001,1
814,T0000000891,S003,1
815,T0000000892,S001,1
816,T0000000893,S002,2
817,T0000000894,S005,1
818,T0000000895,S003,1
819,T0000000896,S005,1
820,T0000000897,S001,1
821,T0000000898,S001,4
822,T0000000899,S001,2
823,T0000000900,S004,1
824,T0000000901,S001,1
825,T0000000902,S003,1
826,T0000000903,S005,1
827,T0000000904,S003,1
828,T0000000904,S002,1
829,T0000000905,S002,1
830,T0000000906,S002,1
831,T0000000906,S001,1
832,T0000000907,S005,1
833,T0000000908,S001,1
834,T0000000909,S005,2
835,T0000000910,S005,1
836,T0000000911,S003,2
837,T0000000912,S001,1
838,T0000000912,S001,1
839,T0000000913,S001,1
840,T0000000914,S001,1
841,T0000000915,S005,1
842,T0000000916,S001,1
843,T0000000917,S005,1
844,T0000000918,S004,1
845,T0000000919,S005,1
846,T0000000920,S005,1
847,T0000000921,S002,2
848,T0000000922,S002,3
849,T0000000923,S001,2
850,T0000000924,S002,1
851,T0000000925,S002,3
852,T0000000926,S002,1
853,T0000000927,S004,1
854,T0000000928,S005,1
855,T0000000929,S003,1
856,T0000000930,S001,1
857,T0000000931,S004,1
858,T0000000932,S005,2
859,T0000000933,S001,1
860,T0000000934,S004,1
861,T0000000935,S001,1
862,T0000000936,S003,1
863,T0000000937,S001,4
864,T0000000938,S005,1
865,T0000000939,S002,2
866,T0000000940,S001,2
867,T0000000941,S002,1
868,T0000000942,S005,1
869,T0000000943,S005,1
870,T0000000943,S001,3
871,T0000000944,S004,1
872,T0000000945,S001,2
873,T0000000946,S002,3
874,T0000000947,S001,1
875,T0000000948,S005,1
876,T0000000949,S001,3
877,T0000000950,S005,1
878,T0000000951,S005,1
879,T0000000952,S002,1
880,T0000000953,S005,1
881,T0000000954,S001,2
882,T0000000955,S002,1
883,T0000000956,S001,1
884,T0000000957,S001,1
885,T0000000958,S005,1
886,T0000000959,S001,1
887,T0000000960,S002,3
888,T0000000961,S004,1
889,T0000000962,S005,1
890,T0000000963,S005,1
891,T0000000964,S005,1
892,T0000000965,S005,1
893,T0000000966,S002,2
894,T0000000967,S002,1
895,T0000000968,S005,1
896,T0000000969,S005,1
897,T0000000970,S001,1
898,T0000000971,S002,2
899,T0000000972,S005,1
900,T0000000973,S005,1
901,T0000000974,S001,1
902,T0000000975,S001,1
903,T0000000976,S004,1
904,T0000000977,S002,1
905,T0000000978,S003,1
906,T0000000979,S002,1
907,T0000000980,S004,1
908,T0000000981,S004,1
909,T0000000982,S001,1
910,T0000000983,S002,1
911,T0000000984,S002,1
912,T0000000985,S003,1
913,T0000000986,S001,1
914,T0000000987,S004,1
915,T0000000988,S005,1
916,T0000000989,S005,2
917,T0000000990,S001,1
918,T0000000991,S002,1
919,T0000000992,S001,1
920,T0000000993,S003,1
921,T0000000994,S002,1
922,T0000000995,S002,2
923,T0000000996,S005,1
924,T0000000997,S003,1
925,T0000000998,S002,1
926,T0000000999,S005,1
927,T0000000999,S001,1
928,T0000000999,S002,1
929,T0000001000,S001,1
930,T0000001001,S001,3
931,T0000001002,S001,1
932,T0000001003,S002,1
933,T0000001004,S003,1
934,T0000001005,S005,1
935,T0000001006,S005,1
936,T0000001007,S005,1
937,T0000001008,S003,1
938,T0000001009,S003,1
939,T0000001010,S002,1
940,T0000001011,S001,1
941,T0000001012,S004,1
942,T0000001013,S002,2
943,T0000001014,S005,1
944,T0000001015,S002,2
945,T0000001016,S002,1
946,T0000001017,S005,1
947,T0000001018,S002,1
948,T0000001019,S002,2
949,T0000001020,S001,3
950,T0000001021,S004,1
951,T0000001022,S001,2
952,T0000001023,S002,1
953,T0000001024,S005,1
954,T0000001025,S005,1
955,T0000001026,S005,1
956,T0000001026,S005,1
957,T0000001026,S005,1
958,T0000001027,S003,1
959,T0000001028,S005,1
960,T0000001029,S005,1
961,T0000001030,S005,1
962,T0000001030,S001,1
963,T0000001031,S002,1
964,T0000001032,S002,1
965,T0000001033,S002,2
966,T0000001034,S001,1
967,T0000001035,S003,1
968,T0000001035,S003,1
969,T0000001036,S001,1
970,T0000001037,S005,1
971,T0000001038,S001,1
972,T0000001039,S004,2
973,T0000001040,S003,1
974,T0000001041,S001,1
975,T0000001042,S004,1
976,T0000001043,S004,1
977,T0000001044,S002,2
978,T0000001045,S003,1
979,T0000001046,S005,1
980,T0000001047,S003,1
981,T0000001048,S005,1
982,T0000001049,S005,1
983,T0000001050,S004,1
984,T0000001051,S005,1
985,T0000001052,S005,1
986,T0000001053,S001,2
987,T0000001054,S001,1
988,T0000001055,S005,1
989,T0000001056,S002,1
990,T0000001057,S002,1
991,T0000001058,S004,1
992,T0000001059,S003,1
993,T0000001060,S001,1
994,T0000001061,S003,2
995,T0000001062,S002,1
996,T0000001063,S005,1
997,T0000001064,S003,1
998,T0000001064,S001,1
999,T0000001065,S001,1
1000,T0000001066,S004,1
1001,T0000001066,S005,1
1002,T0000001067,S002,1
1003,T0000001068,S005,1
1004,T0000001069,S001,1
1005,T0000001070,S002,1
1006,T0000001071,S005,1
1007,T0000001072,S003,1
1008,T0000001073,S001,1
1009,T0000001074,S001,1
1010,T0000001075,S001,1
1011,T0000001076,S001,2
1012,T0000001077,S002,2
1013,T0000001078,S001,1
1014,T0000001078,S002,1
1015,T0000001079,S003,1
1016,T0000001080,S002,1
1017,T0000001081,S001,1
1018,T0000001082,S003,1
1019,T0000001083,S001,1
1020,T0000001084,S002,1
1021,T0000001085,S005,1
1022,T0000001086,S003,1
1023,T0000001087,S001,1
1024,T0000001088,S004,1
1025,T0000001089,S004,1
1026,T0000001089,S001,2
1027,T0000001090,S005,1
1028,T0000001090,S002,1
1029,T0000001091,S001,2
1030,T0000001092,S004,1
1031,T0000001093,S001,1
1032,T0000001094,S002,1
1033,T0000001095,S005,1
1034,T0000001096,S003,1
1035,T0000001097,S005,1
1036,T0000001098,S004,1
1037,T0000001099,S001,1
1038,T0000001100,S005,1
1039,T0000001101,S004,1
1040,T0000001101,S002,1
1041,T0000001102,S005,1
1042,T0000001103,S004,1
1043,T0000001104,S002,3
1044,T0000001105,S005,1
1045,T0000001106,S001,1
1046,T0000001107,S004,1
1047,T0000001108,S002,1
1048,T0000001109,S001,1
1049,T0000001110,S003,2
1050,T0000001111,S002,3
1051,T0000001112,S001,2
1052,T0000001113,S005,1
1053,T0000001114,S001,2
1054,T0000001115,S004,1
1055,T0000001116,S004,1
1056,T0000001117,S001,1
1057,T0000001118,S004,1
1058,T0000001119,S001,1
1059,T0000001120,S004,1
1060,T0000001121,S005,1
1061,T0000001122,S003,1
1062,T0000001123,S004,1
1063,T0000001124,S001,1
1064,T0000001125,S005,1
1065,T0000001126,S004,2
1066,T0000001127,S002,1
1067,T0000001128,S005,1
