transaction_id,price,payment_date,customer_id
T0000000152,210000,2019-02-02 10:52:39,HD471103
T0000000153,120000,2019-02-02 11:27:59,PL020585
T0000000154,50000,2019-02-02 11:44:56,PL983707
T0000000155,120000,2019-02-02 11:51:58,OA393462
T0000000156,210000,2019-02-02 12:17:44,AS912483
T0000000157,210000,2019-02-02 12:21:51,IK921715
T0000000158,120000,2019-02-02 12:41:41,AS820169
T0000000159,50000,2019-02-02 13:35:40,OA329115
T0000000160,100000,2019-02-02 15:08:58,HD263348
T0000000161,120000,2019-02-02 16:56:59,IK429683
T0000000162,50000,2019-02-02 18:23:27,PL563502
T0000000163,210000,2019-02-02 19:36:16,OA441851
T0000000164,150000,2019-02-02 20:20:39,AS820169
T0000000165,120000,2019-02-02 20:42:12,GD573644
T0000000166,85000,2019-02-02 21:01:44,PL309891
T0000000167,180000,2019-02-02 21:20:27,HD194702
T0000000168,210000,2019-02-02 21:42:23,IK025456
T0000000169,180000,2019-02-02 23:19:43,IK077913
T0000000170,150000,2019-02-03 00:46:24,TS918434
T0000000171,120000,2019-02-03 01:33:24,HD566204
T0000000172,85000,2019-02-03 02:09:52,HI263602
T0000000173,50000,2019-02-03 03:18:38,HD995428
T0000000174,210000,2019-02-03 03:42:58,HD994980
T0000000175,100000,2019-02-03 06:48:55,TS117409
T0000000176,180000,2019-02-03 07:27:22,HI196175
T0000000177,100000,2019-02-03 07:46:23,PL729017
T0000000178,120000,2019-02-03 08:38:44,GD670693
T0000000179,120000,2019-02-03 09:27:00,PL381578
T0000000180,120000,2019-02-03 09:36:26,AS236198
T0000000181,50000,2019-02-03 11:01:39,GD316957
T0000000182,210000,2019-02-03 11:02:39,PL407221
T0000000183,50000,2019-02-03 11:09:40,IK967528
T0000000184,120000,2019-02-03 11:41:15,AS870817
T0000000185,180000,2019-02-03 12:09:51,HD678019
T0000000186,120000,2019-02-03 12:15:59,PL674172
T0000000187,50000,2019-02-03 13:44:41,GD639619
T0000000188,100000,2019-02-03 13:45:07,GD730210
T0000000189,85000,2019-02-03 14:51:30,GD762671
T0000000190,85000,2019-02-03 16:01:35,IK749861
T0000000191,180000,2019-02-03 16:23:39,IK629720
T0000000192,180000,2019-02-03 16:25:37,GD821903
T0000000193,210000,2019-02-03 16:36:12,OA710903
T0000000194,295000,2019-02-03 18:03:07,HD699115
T0000000195,180000,2019-02-03 18:26:42,GD620805
T0000000196,85000,2019-02-03 19:13:03,GD735013
T0000000197,210000,2019-02-03 19:35:54,IK809167
T0000000198,120000,2019-02-03 19:37:42,HD509520
T0000000199,120000,2019-02-03 20:02:00,IK921715
T0000000200,50000,2019-02-03 20:11:37,HD995428
T0000000201,50000,2019-02-03 20:20:23,PL534171
T0000000202,85000,2019-02-03 20:48:25,TS963433
T0000000203,210000,2019-02-03 21:41:24,AS582607
T0000000204,170000,2019-02-03 23:39:43,PL705609
T0000000205,120000,2019-02-04 00:01:12,HI145167
T0000000206,210000,2019-02-04 00:32:47,IK446815
T0000000207,210000,2019-02-04 00:42:48,TS558026
T0000000208,170000,2019-02-04 00:53:35,AS359364
T0000000209,170000,2019-02-04 01:00:19,TS515806
T0000000210,85000,2019-02-04 01:37:52,OA138193
T0000000211,210000,2019-02-04 02:22:39,HI364290
T0000000212,180000,2019-02-04 03:23:29,HI253328
T0000000213,120000,2019-02-04 05:42:23,HD163236
T0000000214,85000,2019-02-04 06:21:34,PL792014
T0000000215,50000,2019-02-04 07:56:40,PL472728
T0000000216,50000,2019-02-04 08:15:42,TS931749
T0000000217,120000,2019-02-04 08:29:15,HD478215
T0000000218,120000,2019-02-04 08:52:33,AS866028
T0000000219,205000,2019-02-04 09:20:01,HD819739
T0000000220,85000,2019-02-04 10:25:21,TS301045
T0000000221,85000,2019-02-04 10:38:51,AS345469
T0000000222,180000,2019-02-04 11:24:30,AS719871
T0000000223,120000,2019-02-04 11:25:13,HI402688
T0000000224,50000,2019-02-04 12:16:42,HD768386
T0000000225,85000,2019-02-04 13:18:52,OA567188
T0000000226,50000,2019-02-04 13:53:04,GD706415
T0000000227,210000,2019-02-04 14:50:35,HD068817
T0000000228,170000,2019-02-04 15:02:46,GD876521
T0000000229,210000,2019-02-04 15:04:39,HI196175
T0000000230,210000,2019-02-04 16:05:55,TS179365
T0000000231,480000,2019-02-04 16:50:28,PL980001
T0000000232,50000,2019-02-04 17:56:50,HD163236
T0000000233,170000,2019-02-04 19:17:04,HD661448
T0000000234,100000,2019-02-04 19:42:59,HD693609
T0000000235,50000,2019-02-04 19:53:45,PL563502
T0000000236,150000,2019-02-04 20:56:36,AS700935
T0000000237,120000,2019-02-04 21:54:41,OA075024
T0000000238,120000,2019-02-04 22:04:29,TS931749
T0000000239,85000,2019-02-04 23:18:39,GD011312
T0000000240,210000,2019-02-04 23:31:38,IK688052
T0000000241,170000,2019-02-05 00:00:59,GD960920
T0000000242,210000,2019-02-05 00:13:28,HI527630
T0000000243,50000,2019-02-05 01:18:52,HI013029
T0000000244,210000,2019-02-05 03:14:19,OA544396
T0000000245,120000,2019-02-05 03:20:55,OA075024
T0000000246,180000,2019-02-05 04:01:34,OA383490
T0000000247,170000,2019-02-05 04:50:25,TS508850
T0000000248,120000,2019-02-05 04:57:49,AS265381
T0000000249,210000,2019-02-05 05:20:05,TS357226
T0000000250,180000,2019-02-05 06:34:55,OA575659
T0000000251,50000,2019-02-05 06:42:37,PL013000
T0000000252,210000,2019-02-05 07:01:58,IK779828
T0000000253,50000,2019-02-05 07:32:19,OA329115
T0000000254,210000,2019-02-05 07:41:18,PL888478
T0000000255,50000,2019-02-05 07:44:21,TS511179
T0000000256,120000,2019-02-05 08:33:11,IK429683
T0000000257,210000,2019-02-05 08:41:53,OA861572
T0000000258,50000,2019-02-05 08:51:42,HD566204
T0000000259,240000,2019-02-05 08:55:00,GD573644
T0000000260,85000,2019-02-05 08:58:43,OA514351
T0000000261,50000,2019-02-05 09:00:58,TS816344
T0000000262,100000,2019-02-05 09:11:43,TS707101
T0000000263,50000,2019-02-05 09:11:52,HI067846
T0000000264,180000,2019-02-05 10:15:43,GD246033
T0000000265,200000,2019-02-05 10:42:31,GD960920
T0000000266,180000,2019-02-05 10:48:06,HI910114
T0000000267,50000,2019-02-05 11:17:29,PL431024
T0000000268,170000,2019-02-05 11:18:19,PL666694
T0000000269,50000,2019-02-05 11:31:50,TS893503
T0000000270,210000,2019-02-05 13:59:44,PL470875
T0000000271,50000,2019-02-05 14:20:18,AS259792
T0000000272,180000,2019-02-05 14:52:13,PL186773
T0000000273,100000,2019-02-05 15:47:15,IK511263
T0000000274,85000,2019-02-05 16:02:05,GD691243
T0000000275,50000,2019-02-05 16:44:24,GD883278
T0000000276,210000,2019-02-05 17:22:26,OA497318
T0000000277,50000,2019-02-05 18:26:16,GD877461
T0000000278,100000,2019-02-05 18:48:07,GD624477
T0000000279,120000,2019-02-05 20:34:22,AS210576
T0000000280,50000,2019-02-05 20:57:52,HD467920
T0000000281,120000,2019-02-05 21:30:36,IK397678
T0000000282,50000,2019-02-05 22:11:24,AS905403
T0000000283,120000,2019-02-05 22:18:23,HD290947
T0000000284,50000,2019-02-05 22:19:53,AS844339
T0000000285,85000,2019-02-06 00:06:19,TS250479
T0000000286,50000,2019-02-06 00:45:36,AS495117
T0000000287,100000,2019-02-06 00:55:08,TS457036
T0000000288,210000,2019-02-06 01:02:26,TS070681
T0000000289,50000,2019-02-06 01:42:16,GD390442
T0000000290,120000,2019-02-06 01:52:19,HD919452
T0000000291,210000,2019-02-06 03:19:54,HI988473
T0000000292,210000,2019-02-06 05:27:00,HI978950
T0000000293,210000,2019-02-06 06:48:19,GD021809
T0000000294,210000,2019-02-06 07:00:47,IK322778
T0000000295,85000,2019-02-06 07:08:19,IK322778
T0000000296,100000,2019-02-06 07:15:05,AS211705
T0000000297,85000,2019-02-06 08:20:44,GD841278
T0000000298,210000,2019-02-06 08:41:33,HI527630
T0000000299,50000,2019-02-06 09:12:13,GD378149
T0000000300,50000,2019-02-06 11:11:05,PL011886
T0000000301,210000,2019-02-06 11:12:55,HD981245
T0000000302,180000,2019-02-06 11:17:01,PL924048
T0000000303,210000,2019-02-06 11:50:08,IK433428
T0000000304,50000,2019-02-06 12:02:00,AS394423
T0000000305,210000,2019-02-06 12:38:23,OA707923
T0000000306,85000,2019-02-06 12:50:04,TS972175
T0000000307,50000,2019-02-06 12:51:08,GD288833
T0000000308,210000,2019-02-06 13:07:32,OA707923
T0000000309,210000,2019-02-06 13:29:00,OA923215
T0000000310,210000,2019-02-06 13:56:36,HI253328
T0000000311,120000,2019-02-06 14:09:04,OA071756
T0000000312,100000,2019-02-06 14:25:20,OA861572
T0000000313,85000,2019-02-06 16:27:32,HI024535
T0000000314,50000,2019-02-06 17:16:11,HD711126
T0000000315,85000,2019-02-06 17:24:41,PL683089
T0000000316,180000,2019-02-06 18:20:10,HD580454
T0000000317,85000,2019-02-06 18:27:26,HD028682
T0000000318,85000,2019-02-06 18:41:52,TS878534
T0000000319,220000,2019-02-06 19:28:13,PL807633
T0000000320,85000,2019-02-06 19:30:48,AS841064
T0000000321,85000,2019-02-06 20:12:42,OA068305
T0000000322,210000,2019-02-06 22:33:31,PL299549
T0000000323,180000,2019-02-07 00:34:01,AS918754
T0000000324,50000,2019-02-07 01:51:09,TS483186
T0000000325,85000,2019-02-07 01:58:33,HI780705
T0000000326,50000,2019-02-07 02:35:04,AS546865
T0000000327,85000,2019-02-07 02:43:44,IK102369
T0000000328,100000,2019-02-07 02:59:52,HD722956
T0000000329,180000,2019-02-07 03:25:54,IK511263
T0000000330,50000,2019-02-07 04:01:57,HD285695
T0000000331,50000,2019-02-07 04:07:15,PL470875
T0000000332,210000,2019-02-07 04:19:43,OA963991
T0000000333,100000,2019-02-07 04:19:53,OA068305
T0000000334,50000,2019-02-07 05:19:40,GD912745
T0000000335,85000,2019-02-07 05:24:29,OA704361
T0000000336,240000,2019-02-07 05:45:02,HI501312
T0000000337,50000,2019-02-07 05:56:42,GD001932
T0000000338,85000,2019-02-07 06:00:31,HI531972
T0000000339,85000,2019-02-07 06:01:54,IK014287
T0000000340,255000,2019-02-07 07:44:19,HD053694
T0000000341,85000,2019-02-07 07:56:05,AS866028
T0000000342,50000,2019-02-07 08:43:58,IK067006
T0000000343,265000,2019-02-07 08:54:17,IK345440
T0000000344,85000,2019-02-07 09:45:43,AS237205
T0000000345,120000,2019-02-07 09:50:02,PL188221
T0000000346,210000,2019-02-07 11:04:36,GD727041
T0000000347,210000,2019-02-07 14:24:54,GD903830
T0000000348,210000,2019-02-07 15:12:34,HI702171
T0000000349,50000,2019-02-07 15:39:37,PL556767
T0000000350,50000,2019-02-07 15:58:41,HI348702
T0000000351,180000,2019-02-07 16:15:45,PL018417
T0000000352,85000,2019-02-07 16:28:31,GD244145
T0000000353,85000,2019-02-07 17:58:49,HI779743
T0000000354,50000,2019-02-07 18:37:37,GD624477
T0000000355,85000,2019-02-07 18:38:38,AS076940
T0000000356,210000,2019-02-07 18:44:48,IK844273
T0000000357,170000,2019-02-07 18:53:18,TS516522
T0000000358,85000,2019-02-07 19:38:52,OA607825
T0000000359,170000,2019-02-07 20:14:04,HD071461
T0000000360,390000,2019-02-07 20:18:40,AS574816
T0000000361,85000,2019-02-07 20:18:46,AS015315
T0000000362,50000,2019-02-07 20:38:43,HD625291
T0000000363,180000,2019-02-07 20:52:41,OA308429
T0000000364,180000,2019-02-07 21:24:05,GD691243
T0000000365,85000,2019-02-07 21:38:09,PL407221
T0000000366,85000,2019-02-07 21:44:10,AS546865
T0000000367,120000,2019-02-07 21:50:24,AS185951
T0000000368,100000,2019-02-07 22:34:27,HI978950
T0000000369,180000,2019-02-07 22:46:10,HI050277
T0000000370,85000,2019-02-08 00:09:30,OA222039
T0000000371,210000,2019-02-08 00:16:58,HI550641
T0000000372,85000,2019-02-08 01:52:45,GD804496
T0000000373,50000,2019-02-08 03:24:28,HD453100
T0000000374,180000,2019-02-08 03:44:03,PL792014
T0000000375,50000,2019-02-08 04:34:16,AS670699
T0000000376,50000,2019-02-08 04:45:12,TS070681
T0000000377,360000,2019-02-08 05:13:51,IK942599
T0000000378,50000,2019-02-08 05:22:38,TS771339
T0000000379,210000,2019-02-08 05:44:40,TS369884
T0000000380,120000,2019-02-08 06:50:16,TS516522
T0000000381,210000,2019-02-08 07:31:14,IK152942
T0000000382,85000,2019-02-08 07:56:41,PL896084
T0000000383,390000,2019-02-08 08:53:07,HI830026
T0000000384,180000,2019-02-08 09:27:47,IK867288
T0000000385,210000,2019-02-08 09:33:08,IK244606
T0000000386,210000,2019-02-08 10:15:33,AS547635
T0000000387,50000,2019-02-08 10:24:39,AS886872
T0000000388,100000,2019-02-08 10:26:32,PL660410
T0000000389,180000,2019-02-08 12:11:08,IK943660
T0000000390,420000,2019-02-08 12:52:54,GD638254
T0000000391,120000,2019-02-08 13:10:17,IK822921
T0000000392,180000,2019-02-08 13:23:46,HI089467
T0000000393,210000,2019-02-08 14:02:03,PL598638
T0000000394,50000,2019-02-08 14:42:33,OA516337
T0000000395,85000,2019-02-08 14:46:55,HD467920
T0000000396,50000,2019-02-08 14:50:01,HI013029
T0000000397,440000,2019-02-08 14:52:00,PL013000
T0000000398,50000,2019-02-08 15:18:28,OA003684
T0000000399,210000,2019-02-08 15:25:56,AS077151
T0000000400,210000,2019-02-08 16:03:57,HD019297
T0000000401,120000,2019-02-08 16:04:17,OA721349
T0000000402,180000,2019-02-08 16:34:14,PL764756
T0000000403,120000,2019-02-08 16:43:22,TS971314
T0000000404,100000,2019-02-08 16:50:55,AS369586
T0000000405,210000,2019-02-08 16:56:06,TS810881
T0000000406,120000,2019-02-08 16:58:35,IK466573
T0000000407,210000,2019-02-08 17:50:17,GD956496
T0000000408,180000,2019-02-08 18:02:52,IK749861
T0000000409,120000,2019-02-08 19:03:56,AS568373
T0000000410,170000,2019-02-08 19:38:11,OA383490
T0000000411,85000,2019-02-08 19:42:33,PL573838
T0000000412,50000,2019-02-08 19:48:07,HD566204
T0000000413,150000,2019-02-08 20:32:18,AS700935
T0000000414,210000,2019-02-08 20:47:05,PL849752
T0000000415,210000,2019-02-08 21:19:23,HD509520
T0000000416,85000,2019-02-08 22:07:15,TS420499
T0000000417,85000,2019-02-08 22:11:31,HD994980
T0000000418,180000,2019-02-08 22:41:58,TS958195
T0000000419,85000,2019-02-08 23:09:11,HI791416
T0000000420,200000,2019-02-09 00:58:23,TS518383
T0000000421,85000,2019-02-09 01:21:24,AS076940
T0000000422,100000,2019-02-09 01:47:43,OA911257
T0000000423,85000,2019-02-09 02:13:36,GD850501
T0000000424,180000,2019-02-09 02:32:43,AS077151
T0000000425,180000,2019-02-09 02:59:56,TS597253
T0000000426,85000,2019-02-09 03:40:14,GD670693
T0000000427,210000,2019-02-09 03:40:55,PL352661
T0000000428,120000,2019-02-09 04:01:50,OA666190
T0000000429,210000,2019-02-09 04:21:35,HD719737
T0000000430,120000,2019-02-09 05:41:07,TS551344
T0000000431,85000,2019-02-09 05:58:59,IK661529
T0000000432,180000,2019-02-09 06:25:24,HD622485
T0000000433,360000,2019-02-09 06:48:21,IK423708
T0000000434,50000,2019-02-09 08:51:32,OA142331
T0000000435,50000,2019-02-09 08:59:14,AS518169
T0000000436,180000,2019-02-09 09:13:31,IK306874
T0000000437,210000,2019-02-09 10:55:22,HI687125
T0000000438,100000,2019-02-09 11:16:10,OA515865
T0000000439,50000,2019-02-09 11:40:40,PL301649
T0000000440,120000,2019-02-09 13:27:14,TS059971
T0000000441,210000,2019-02-09 13:55:05,OA116423
T0000000442,85000,2019-02-09 14:33:33,PL758046
T0000000443,50000,2019-02-09 15:35:12,IK254439
T0000000444,210000,2019-02-09 16:08:01,PL731207
T0000000445,210000,2019-02-09 16:54:38,TS614929
T0000000446,240000,2019-02-09 17:09:44,AS435092
T0000000447,210000,2019-02-09 17:32:05,OA829372
T0000000448,420000,2019-02-09 17:33:09,IK046372
T0000000449,180000,2019-02-09 17:59:41,AS359364
T0000000450,85000,2019-02-09 18:58:15,TS518383
T0000000451,50000,2019-02-09 19:03:03,TS724794
T0000000452,360000,2019-02-09 19:03:28,HI477055
T0000000453,180000,2019-02-09 19:46:53,PL792014
T0000000454,380000,2019-02-09 20:06:17,PL331522
T0000000455,210000,2019-02-09 20:07:52,PL907705
T0000000456,180000,2019-02-09 21:17:37,PL659352
T0000000457,180000,2019-02-09 22:04:15,GD903830
T0000000458,50000,2019-02-09 23:27:44,HD853800
T0000000459,120000,2019-02-09 23:35:53,GD098828
T0000000460,85000,2019-02-10 00:02:21,TS098760
T0000000461,360000,2019-02-10 00:07:06,HI402688
T0000000462,120000,2019-02-10 01:10:50,TS062902
T0000000463,180000,2019-02-10 01:28:22,TS971314
T0000000464,180000,2019-02-10 03:10:48,TS810276
T0000000465,85000,2019-02-10 05:18:45,HD412914
T0000000466,50000,2019-02-10 05:33:24,HD014166
T0000000467,50000,2019-02-10 05:46:43,OA834676
T0000000468,50000,2019-02-10 06:08:51,HD019297
T0000000469,180000,2019-02-10 06:29:12,OA327340
T0000000470,85000,2019-02-10 07:19:23,AS230629
T0000000471,50000,2019-02-10 07:22:32,TS146087
T0000000472,360000,2019-02-10 07:25:27,OA861572
T0000000473,85000,2019-02-10 07:29:43,GD841278
T0000000474,150000,2019-02-10 08:20:50,AS453084
T0000000475,85000,2019-02-10 08:24:37,IK624245
T0000000476,50000,2019-02-10 08:46:01,AS236198
T0000000477,210000,2019-02-10 09:12:42,PL729017
T0000000478,210000,2019-02-10 09:37:50,HI360754
T0000000479,295000,2019-02-10 10:50:08,AS015315
T0000000480,180000,2019-02-10 10:54:12,AS369586
T0000000481,150000,2019-02-10 11:36:02,OA963991
T0000000482,210000,2019-02-10 12:15:32,HD242691
T0000000483,85000,2019-02-10 12:51:49,AS924898
T0000000484,85000,2019-02-10 13:45:16,TS457036
T0000000485,210000,2019-02-10 14:01:35,PL433500
T0000000486,50000,2019-02-10 14:08:21,GD316957
T0000000487,85000,2019-02-10 15:18:44,PL891875
T0000000488,120000,2019-02-10 15:28:09,GD025393
T0000000489,120000,2019-02-10 16:48:46,AS230629
T0000000490,100000,2019-02-10 16:52:42,TS146087
T0000000491,50000,2019-02-10 17:05:39,PL210567
T0000000492,50000,2019-02-10 18:08:52,GD518514
T0000000493,200000,2019-02-10 18:21:42,AS369586
T0000000494,100000,2019-02-10 19:29:55,TS855513
T0000000495,50000,2019-02-10 21:54:26,PL417753
T0000000496,180000,2019-02-10 22:33:48,IK743897
T0000000497,100000,2019-02-10 23:04:00,HI821087
T0000000498,170000,2019-02-10 23:33:52,HD076496
T0000000499,360000,2019-02-10 23:40:15,HI237883
T0000000500,120000,2019-02-10 23:58:38,TS372874
T0000000501,180000,2019-02-11 01:45:13,HD827887
T0000000502,120000,2019-02-11 01:46:08,IK593765
T0000000503,85000,2019-02-11 02:13:29,PL470875
T0000000504,85000,2019-02-11 04:51:13,TS518383
T0000000505,420000,2019-02-11 05:07:34,IK688052
T0000000506,255000,2019-02-11 05:08:34,GD241254
T0000000507,85000,2019-02-11 05:24:28,AS453084
T0000000508,180000,2019-02-11 05:54:23,PL303162
T0000000509,50000,2019-02-11 08:00:40,OA388010
T0000000510,180000,2019-02-11 09:13:44,HD459783
T0000000511,85000,2019-02-11 09:50:12,AS547635
T0000000512,120000,2019-02-11 10:02:34,TS419694
T0000000513,570000,2019-02-11 10:28:04,GD649455
T0000000514,180000,2019-02-11 12:16:14,IK736758
T0000000515,210000,2019-02-11 12:19:08,AS924898
T0000000516,100000,2019-02-11 12:22:40,GD892565
T0000000517,210000,2019-02-11 12:39:22,OA052506
T0000000518,170000,2019-02-11 12:51:29,GD227601
T0000000519,210000,2019-02-11 13:10:58,AS230629
T0000000520,100000,2019-02-11 13:39:29,TS516522
T0000000521,50000,2019-02-11 13:47:20,HD719737
T0000000522,50000,2019-02-11 14:38:05,AS211705
T0000000523,170000,2019-02-11 15:20:11,TS493191
T0000000524,50000,2019-02-11 15:25:52,AS642796
T0000000525,170000,2019-02-11 15:38:05,PL494564
T0000000526,50000,2019-02-11 15:53:17,TS179639
T0000000527,180000,2019-02-11 16:27:24,HD471103
T0000000528,120000,2019-02-11 16:36:04,AS921368
T0000000529,150000,2019-02-11 17:57:35,HI303118
T0000000530,100000,2019-02-11 20:36:15,GD521924
T0000000531,180000,2019-02-11 21:56:57,AS404195
T0000000532,120000,2019-02-11 22:13:57,PL331522
T0000000533,85000,2019-02-11 23:14:31,TS808488
T0000000534,180000,2019-02-12 00:09:35,GD558480
T0000000535,120000,2019-02-12 00:45:55,TS365803
T0000000536,85000,2019-02-12 00:49:42,HI089467
T0000000537,210000,2019-02-12 01:25:18,IK912733
T0000000538,180000,2019-02-12 02:13:51,HD186795
T0000000539,85000,2019-02-12 02:30:37,HI654320
T0000000540,210000,2019-02-12 03:04:04,HD778015
T0000000541,210000,2019-02-12 03:27:54,PL407221
T0000000542,180000,2019-02-12 03:55:32,HD430217
T0000000543,120000,2019-02-12 04:25:34,AS082596
T0000000544,100000,2019-02-12 04:49:52,IK807110
T0000000545,100000,2019-02-12 05:58:43,HD176754
T0000000546,210000,2019-02-12 07:28:05,IK676041
T0000000547,280000,2019-02-12 09:14:50,OA283746
T0000000548,50000,2019-02-12 10:21:34,TS962550
T0000000549,85000,2019-02-12 11:27:05,OA068305
T0000000550,210000,2019-02-12 11:37:41,PL535994
T0000000551,180000,2019-02-12 12:12:52,GD563129
T0000000552,85000,2019-02-12 12:27:37,TS420499
T0000000553,180000,2019-02-12 12:46:46,PL600990
T0000000554,210000,2019-02-12 12:57:12,HD430217
T0000000555,180000,2019-02-12 13:19:45,AS071660
T0000000556,120000,2019-02-12 14:05:09,GD428351
T0000000557,50000,2019-02-12 14:32:31,GD595676
T0000000558,360000,2019-02-12 15:11:13,TS451704
T0000000559,85000,2019-02-12 15:30:59,PL852196
T0000000560,50000,2019-02-12 18:07:51,PL819882
T0000000561,50000,2019-02-12 18:51:58,AS895302
T0000000562,180000,2019-02-12 19:28:37,TS999231
T0000000563,210000,2019-02-12 20:53:16,GD785491
T0000000564,100000,2019-02-12 21:59:41,IK067006
T0000000565,85000,2019-02-12 22:53:37,OA307560
T0000000566,50000,2019-02-12 23:21:59,GD112262
T0000000567,120000,2019-02-13 00:25:41,TS808526
T0000000568,85000,2019-02-13 02:01:42,OA187758
T0000000569,210000,2019-02-13 02:22:58,PL312029
T0000000570,180000,2019-02-13 02:34:43,HI235051
T0000000571,85000,2019-02-13 02:56:53,AS589687
T0000000572,320000,2019-02-13 04:43:41,IK673736
T0000000573,180000,2019-02-13 05:01:09,IK584824
T0000000574,180000,2019-02-13 05:03:05,HD024127
T0000000575,120000,2019-02-13 05:44:40,AS371310
T0000000576,210000,2019-02-13 06:55:31,TS972175
T0000000577,210000,2019-02-13 07:49:23,AS699883
T0000000578,50000,2019-02-13 08:29:47,HD809345
T0000000579,210000,2019-02-13 09:11:36,HI780705
T0000000580,50000,2019-02-13 09:58:36,TS855513
T0000000581,50000,2019-02-13 10:25:52,TS362101
T0000000582,210000,2019-02-13 11:02:16,TS515806
T0000000583,210000,2019-02-13 11:04:21,IK775424
T0000000584,50000,2019-02-13 11:51:08,HD426886
T0000000585,85000,2019-02-13 12:07:58,IK775424
T0000000586,210000,2019-02-13 12:10:50,AS371310
T0000000587,210000,2019-02-13 12:44:25,AS934534
T0000000588,210000,2019-02-13 12:50:03,HD673446
T0000000589,280000,2019-02-13 13:02:15,IK912733
T0000000590,180000,2019-02-13 13:17:55,AS237205
T0000000591,85000,2019-02-13 14:18:56,HD426886
T0000000592,210000,2019-02-13 16:26:09,GD221439
T0000000593,230000,2019-02-13 17:03:22,OA876184
T0000000594,85000,2019-02-13 17:17:09,TS722923
T0000000595,50000,2019-02-13 17:39:42,TS842808
T0000000596,50000,2019-02-13 19:20:15,TS511179
T0000000597,180000,2019-02-13 20:11:49,HD290947
T0000000598,180000,2019-02-13 20:26:51,AS071660
T0000000599,120000,2019-02-13 22:33:27,HD566204
T0000000600,85000,2019-02-14 00:50:08,HD631824
T0000000601,150000,2019-02-14 01:47:15,PL576686
T0000000602,180000,2019-02-14 02:14:27,AS288237
T0000000603,150000,2019-02-14 03:30:27,GD390442
T0000000604,210000,2019-02-14 04:20:36,HI821087
T0000000605,180000,2019-02-14 06:25:38,IK584824
T0000000606,210000,2019-02-14 06:51:23,GD706415
T0000000607,170000,2019-02-14 06:56:02,PL185504
T0000000608,85000,2019-02-14 07:32:38,OA554076
T0000000609,240000,2019-02-14 08:19:55,IK673736
T0000000610,180000,2019-02-14 08:25:45,PL534171
T0000000611,50000,2019-02-14 08:31:57,IK867288
T0000000612,120000,2019-02-14 09:57:12,IK244606
T0000000613,255000,2019-02-14 10:05:27,PL550805
T0000000614,85000,2019-02-14 10:58:24,IK688052
T0000000615,360000,2019-02-14 11:42:45,HD767925
T0000000616,120000,2019-02-14 12:11:02,AS073285
T0000000617,85000,2019-02-14 12:25:01,TS671691
T0000000618,240000,2019-02-14 13:10:22,OA452734
T0000000619,85000,2019-02-14 13:15:24,AS124155
T0000000620,210000,2019-02-14 13:37:51,PL764756
T0000000621,50000,2019-02-14 14:26:26,IK004670
T0000000622,50000,2019-02-14 14:42:42,HD908685
T0000000623,120000,2019-02-14 15:13:12,TS925945
T0000000624,150000,2019-02-14 15:59:50,PL888478
T0000000625,210000,2019-02-14 16:06:46,PL980001
T0000000626,100000,2019-02-14 17:20:32,OA283746
T0000000627,210000,2019-02-14 18:52:13,TS895361
T0000000628,120000,2019-02-14 18:54:38,PL103598
T0000000629,50000,2019-02-14 19:11:06,GD979485
