customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted,class_name,price,campaign_name,mean,median,max,min,routine_flg,calc_date,membership_period
TS273269,XXXX,C03,M,2015-06-01,,CA1,0,야간,6000,일반,3.166666667,3.5,5,1,1,2019-04-30,46
IK055692,XXXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,5.666666667,5.5,7,5,1,2019-04-30,46
TS035920,XXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,4.75,5,7,2,1,2019-04-30,46
GD555235,XXXXX,C03,F,2015-06-01,,CA1,0,야간,6000,일반,4.333333333,4.5,7,1,1,2019-04-30,46
AS099984,XXX,C01,F,2015-06-01,,CA1,0,종일,10500,일반,4.5,4.5,7,2,1,2019-04-30,46
TS471939,XXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,4.916666667,5,7,3,1,2019-04-30,46
OA931227,XXX,C02,F,2015-06-01,,CA1,0,주간,7500,일반,4.5,5,6,3,1,2019-04-30,46
HD455858,XXXXXX,C03,M,2015-06-01,,CA1,0,야간,6000,일반,4.916666667,5,7,3,1,2019-04-30,46
PL487301,XXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,4.583333333,5,6,1,1,2019-04-30,46
GD813654,XXXXX,C03,M,2015-06-01,,CA1,0,야간,6000,일반,4.5,5,8,1,1,2019-04-30,46
HD378274,XXXX,C03,M,2015-06-01,,CA1,0,야간,6000,일반,4.333333333,4.5,6,2,1,2019-04-30,46
OA236156,XXXXX,C01,F,2015-06-01,,CA1,0,종일,10500,일반,4.083333333,3.5,8,2,1,2019-04-30,46
PL889178,XXXXXX,C02,F,2015-06-01,,CA1,0,주간,7500,일반,3.75,4,5,1,1,2019-04-30,46
OA776086,XXX,C03,F,2015-06-01,,CA1,0,야간,6000,일반,3.5,3.5,5,2,1,2019-04-30,46
AS677821,XXXXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,3.916666667,4,6,2,1,2019-04-30,46
OA818666,XXXX,C02,F,2015-06-01,,CA1,0,주간,7500,일반,5.083333333,4,9,3,1,2019-04-30,46
PL342449,XX,C02,F,2015-06-01,,CA1,0,주간,7500,일반,4.166666667,4,7,1,1,2019-04-30,46
PL825454,XXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,4.416666667,4,7,3,1,2019-04-30,46
TS437647,XXXXXX,C02,M,2015-06-01,,CA1,0,주간,7500,일반,4.666666667,5,8,1,1,2019-04-30,46
HI146430,XXXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,4.583333333,5,8,1,1,2019-04-30,46
GD437531,XXXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,4.416666667,4.5,7,1,1,2019-04-30,46
OA103624,XXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,5.166666667,5,8,3,1,2019-04-30,46
OA933190,XXXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,4.583333333,4.5,7,3,1,2019-04-30,46
IK624416,XXXXX,C03,F,2015-06-01,,CA1,0,야간,6000,일반,4.083333333,4,7,3,1,2019-04-30,46
GD212992,XXXX,C03,F,2015-06-01,,CA1,0,야간,6000,일반,5.25,5,9,3,1,2019-04-30,46
IK999272,XXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,3.916666667,4,5,2,1,2019-04-30,46
GD163914,XXXXXX,C01,F,2015-06-01,,CA1,0,종일,10500,일반,3.833333333,4,5,1,1,2019-04-30,46
PL400479,XXXX,C03,F,2015-06-01,,CA1,0,야간,6000,일반,4.166666667,4,6,2,1,2019-04-30,46
PL942936,XXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,4.583333333,5,6,3,1,2019-04-30,46
IK006139,XXXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,5.333333333,5,8,3,1,2019-04-30,46
IK902787,XXXXX,C01,F,2015-06-01,,CA1,0,종일,10500,일반,4.083333333,4.5,6,2,1,2019-04-30,46
PL815569,XXXX,C02,F,2015-06-01,,CA1,0,주간,7500,일반,4.25,4.5,6,2,1,2019-04-30,46
HI216184,XXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,4,4,7,2,1,2019-04-30,46
HI965956,XXXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,4.666666667,5,6,3,1,2019-04-30,46
OA225076,XXXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,4.333333333,4.5,7,1,1,2019-04-30,46
TS106731,XXXX,C03,M,2015-06-01,,CA1,0,야간,6000,일반,4.416666667,5,7,2,1,2019-04-30,46
HI228454,XXXXX,C02,F,2015-06-01,,CA1,0,주간,7500,일반,4.583333333,4,8,2,1,2019-04-30,46
HI900494,XX,C03,M,2015-06-01,,CA1,0,야간,6000,일반,5.75,6,8,3,1,2019-04-30,46
PL456313,XXXXX,C01,F,2015-06-01,,CA1,0,종일,10500,일반,3.75,3.5,8,1,1,2019-04-30,46
PL779242,XXXX,C01,F,2015-06-01,,CA1,0,종일,10500,일반,4.5,4,6,3,1,2019-04-30,46
TS959961,XXXXXX,C03,F,2015-06-01,,CA1,0,야간,6000,일반,5,5,7,3,1,2019-04-30,46
AS099118,XXXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,4.5,5,6,1,1,2019-04-30,46
IK331136,XXXXXX,C02,F,2015-06-01,,CA1,0,주간,7500,일반,4.416666667,4,6,2,1,2019-04-30,46
AS834706,XXXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,4.75,5,7,3,1,2019-04-30,46
TS179365,XXXXX,C03,M,2015-06-01,,CA1,0,야간,6000,일반,3.916666667,4,6,2,1,2019-04-30,46
AS614421,XXXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,5.083333333,5.5,7,3,1,2019-04-30,46
OA747936,XXXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,5.25,5,8,3,1,2019-04-30,46
PL494564,XXX,C03,M,2015-06-01,,CA1,0,야간,6000,일반,4.416666667,4,7,3,1,2019-04-30,46
AS299544,XXXX,C01,M,2015-06-01,,CA1,0,종일,10500,일반,4.083333333,4,6,2,1,2019-04-30,46
OA261861,XXXX,C02,M,2015-06-01,,CA1,0,주간,7500,일반,5.416666667,5.5,8,1,1,2019-04-30,46
HD120698,XXXXX,C01,F,2015-06-01,,CA1,0,종일,10500,일반,4.833333333,5,7,3,1,2019-04-30,46
HI328204,XX,C02,F,2015-07-01,,CA1,0,주간,7500,일반,5.083333333,5.5,8,2,1,2019-04-30,45
IK695797,XXXX,C02,M,2015-07-01,,CA1,0,주간,7500,일반,3.833333333,4.5,6,1,1,2019-04-30,45
HI778223,XX,C03,M,2015-07-01,,CA1,0,야간,6000,일반,4.25,4.5,7,2,1,2019-04-30,45
GD235669,XXX,C01,F,2015-07-01,,CA1,0,종일,10500,일반,4.666666667,4.5,7,2,1,2019-04-30,45
AS637476,XX,C02,F,2015-07-01,,CA1,0,주간,7500,일반,4.25,4.5,5,3,1,2019-04-30,45
AS171994,XXX,C03,M,2015-07-01,,CA1,0,야간,6000,일반,4.583333333,5,6,3,1,2019-04-30,45
PL245159,XXXXX,C02,F,2015-07-01,,CA1,0,주간,7500,일반,4.416666667,5,7,2,1,2019-04-30,45
GD470986,XXX,C03,M,2015-07-01,,CA1,0,야간,6000,일반,4.083333333,4.5,6,1,1,2019-04-30,45
HD287652,XX,C03,M,2015-07-01,,CA1,0,야간,6000,일반,4.333333333,4,6,3,1,2019-04-30,45
AS933597,XXXX,C01,M,2015-07-01,,CA1,0,종일,10500,일반,3.916666667,3.5,8,1,1,2019-04-30,45
PL787344,XXXX,C02,F,2015-07-01,,CA1,0,주간,7500,일반,3.333333333,3,6,1,1,2019-04-30,45
IK313475,XXXX,C03,M,2015-07-01,,CA1,0,야간,6000,일반,5.583333333,5.5,7,3,1,2019-04-30,45
OA986961,XXX,C01,F,2015-07-01,,CA1,0,종일,10500,일반,4.666666667,4,8,3,1,2019-04-30,45
OA266742,XXXXX,C02,M,2015-07-01,,CA1,0,주간,7500,일반,5.583333333,5.5,8,3,1,2019-04-30,45
IK461411,XXX,C02,F,2015-07-01,,CA1,0,주간,7500,일반,4.833333333,5,7,2,1,2019-04-30,45
TS244750,XXXXXX,C01,F,2015-07-01,,CA1,0,종일,10500,일반,4.75,4,7,3,1,2019-04-30,45
OA753193,XXX,C01,M,2015-07-01,,CA1,0,종일,10500,일반,4.666666667,5,8,2,1,2019-04-30,45
GD084870,XXXXX,C01,M,2015-07-01,,CA1,0,종일,10500,일반,4.166666667,4.5,6,2,1,2019-04-30,45
HD453390,XXXX,C03,M,2015-07-01,,CA1,0,야간,6000,일반,4,4,7,2,1,2019-04-30,45
GD138948,XXXXX,C03,F,2015-07-01,,CA1,0,야간,6000,일반,4.916666667,5,8,1,1,2019-04-30,45
TS673226,XXX,C02,F,2015-07-01,,CA1,0,주간,7500,일반,4.75,4,8,3,1,2019-04-30,45
IK357051,XXX,C01,M,2015-07-01,,CA1,0,종일,10500,일반,4.25,4,8,2,1,2019-04-30,45
HI859298,XXXXX,C03,M,2015-07-01,,CA1,0,야간,6000,일반,3.833333333,4,5,1,1,2019-04-30,45
AS065870,XXXX,C01,M,2015-07-01,,CA1,0,종일,10500,일반,4.666666667,4,8,3,1,2019-04-30,45
GD700613,XXX,C02,F,2015-07-01,,CA1,0,주간,7500,일반,4,4,7,2,1,2019-04-30,45
TS554037,XXXXXX,C03,F,2015-07-01,,CA1,0,야간,6000,일반,4.833333333,5,7,2,1,2019-04-30,45
PL827485,XXX,C01,F,2015-07-01,,CA1,0,종일,10500,일반,4.416666667,4,8,1,1,2019-04-30,45
AS828426,XXX,C03,M,2015-07-01,,CA1,0,야간,6000,일반,4.166666667,4,6,1,1,2019-04-30,45
GD009242,XXX,C02,F,2015-07-01,,CA1,0,주간,7500,일반,4.75,5,7,2,1,2019-04-30,45
HI092194,XXXXX,C01,F,2015-07-01,,CA1,0,종일,10500,일반,4.833333333,4.5,9,3,1,2019-04-30,45
PL812388,XXXXX,C03,M,2015-07-01,,CA1,0,야간,6000,일반,4.416666667,5,7,2,1,2019-04-30,45
OA025439,XXXXX,C01,M,2015-07-01,,CA1,0,종일,10500,일반,4.583333333,4,8,2,1,2019-04-30,45
TS023216,XXXXX,C02,F,2015-07-01,,CA1,0,주간,7500,일반,4.25,4,8,1,1,2019-04-30,45
TS440617,XXXXXX,C02,F,2015-07-01,,CA1,0,주간,7500,일반,4.666666667,5,7,2,1,2019-04-30,45
HI525283,XXXXXX,C03,F,2015-07-01,,CA1,0,야간,6000,일반,4.833333333,5,6,4,1,2019-04-30,45
GD812702,XXXXX,C01,F,2015-07-01,,CA1,0,종일,10500,일반,4.416666667,5,7,1,1,2019-04-30,45
IK560941,XXXX,C02,F,2015-07-01,,CA1,0,주간,7500,일반,4.666666667,5,6,3,1,2019-04-30,45
GD914874,XXX,C03,F,2015-07-01,,CA1,0,야간,6000,일반,4.666666667,4,8,3,1,2019-04-30,45
AS726714,XXXXX,C01,M,2015-07-01,,CA1,0,종일,10500,일반,4.333333333,4.5,6,2,1,2019-04-30,45
HI639424,XXXXX,C03,M,2015-07-01,,CA1,0,야간,6000,일반,4.833333333,5.5,8,1,1,2019-04-30,45
OA310354,XXXXX,C01,M,2015-07-01,,CA1,0,종일,10500,일반,4.5,5,7,3,1,2019-04-30,45
HI720107,XXXXX,C02,F,2015-07-01,,CA1,0,주간,7500,일반,4.583333333,5,7,1,1,2019-04-30,45
HD296157,XXXXX,C01,M,2015-07-01,,CA1,0,종일,10500,일반,4.25,4,7,2,1,2019-04-30,45
AS015315,XXXXX,C01,M,2015-07-01,,CA1,0,종일,10500,일반,4.833333333,5,7,3,1,2019-04-30,45
HD625027,XXXX,C03,M,2015-07-01,,CA1,0,야간,6000,일반,4.75,5,8,3,1,2019-04-30,45
HI323901,XXXXX,C01,M,2015-07-01,,CA1,0,종일,10500,일반,4.833333333,5,7,3,1,2019-04-30,45
TS614929,XXXXX,C03,F,2015-07-01,,CA1,0,야간,6000,일반,4.416666667,4.5,6,3,1,2019-04-30,45
AS868124,XXXXX,C01,M,2015-07-01,,CA1,0,종일,10500,일반,4.916666667,5.5,7,2,1,2019-04-30,45
HI499195,XXXX,C02,F,2015-07-01,,CA1,0,주간,7500,일반,3.666666667,3,7,2,1,2019-04-30,45
PL445190,XXXXX,C01,M,2015-07-01,,CA1,0,종일,10500,일반,3.833333333,4,5,2,1,2019-04-30,45
PL117922,XXXX,C02,F,2015-07-01,,CA1,0,주간,7500,일반,3.916666667,3,7,1,1,2019-04-30,45
GD837157,XXXXXX,C01,F,2015-07-01,,CA1,0,종일,10500,일반,5.416666667,6,7,2,1,2019-04-30,45
OA375487,XXXXXX,C01,M,2015-07-01,,CA1,0,종일,10500,일반,4.083333333,4.5,6,1,1,2019-04-30,45
PL863573,XXXXXX,C01,F,2015-08-01,,CA1,0,종일,10500,일반,5.166666667,5,8,3,1,2019-04-30,44
IK155697,XXXX,C01,F,2015-08-01,,CA1,0,종일,10500,일반,4.25,5,6,1,1,2019-04-30,44
AS132988,XXXX,C01,M,2015-08-01,,CA1,0,종일,10500,일반,5.333333333,5.5,7,2,1,2019-04-30,44
HI708658,XXX,C01,F,2015-08-01,,CA1,0,종일,10500,일반,4.166666667,4,7,1,1,2019-04-30,44
TS223691,XXXX,C01,M,2015-08-01,,CA1,0,종일,10500,일반,4.083333333,4,6,2,1,2019-04-30,44
OA823412,XXX,C01,M,2015-08-01,,CA1,0,종일,10500,일반,5.5,6,8,3,1,2019-04-30,44
OA545809,XXXXXX,C01,M,2015-08-01,,CA1,0,종일,10500,일반,4.333333333,4,6,3,1,2019-04-30,44
AS386696,XX,C02,F,2015-08-01,,CA1,0,주간,7500,일반,4,4,6,2,1,2019-04-30,44
IK219142,XXXX,C03,M,2015-08-01,,CA1,0,야간,6000,일반,4.75,4.5,7,2,1,2019-04-30,44
HI428108,XXXXX,C02,F,2015-08-01,,CA1,0,주간,7500,일반,5,5,8,3,1,2019-04-30,44
TS803730,XXXXX,C03,M,2015-08-01,,CA1,0,야간,6000,일반,4.75,5,6,3,1,2019-04-30,44
GD266112,XXX,C03,M,2015-08-01,,CA1,0,야간,6000,일반,3.75,4,6,2,1,2019-04-30,44
GD687485,XXXXX,C01,M,2015-08-01,,CA1,0,종일,10500,일반,4.916666667,5,7,2,1,2019-04-30,44
TS861244,XXXXX,C02,F,2015-08-01,,CA1,0,주간,7500,일반,4.5,4,7,3,1,2019-04-30,44
OA313854,XXXXX,C03,M,2015-08-01,,CA1,0,야간,6000,일반,3.75,3.5,7,1,1,2019-04-30,44
PL101549,XX,C03,M,2015-08-01,,CA1,0,야간,6000,일반,4.75,4.5,7,3,1,2019-04-30,44
OA484479,XXXXX,C01,F,2015-08-01,,CA1,0,종일,10500,일반,4.166666667,5,6,1,1,2019-04-30,44
HI978590,XXXXX,C01,F,2015-08-01,,CA1,0,종일,10500,일반,5.166666667,5,9,3,1,2019-04-30,44
HD405727,XX,C01,M,2015-08-01,,CA1,0,종일,10500,일반,3.583333333,4,5,1,1,2019-04-30,44
HD145501,XXXX,C03,M,2015-08-01,,CA1,0,야간,6000,일반,4.916666667,5,7,3,1,2019-04-30,44
HI920533,XX,C03,M,2015-08-01,,CA1,0,야간,6000,일반,5,5.5,8,2,1,2019-04-30,44
TS386881,XXXX,C01,F,2015-08-01,,CA1,0,종일,10500,일반,4.416666667,4.5,6,1,1,2019-04-30,44
TS864496,XXXXX,C01,M,2015-08-01,,CA1,0,종일,10500,일반,4.583333333,4,8,2,1,2019-04-30,44
OA278526,XXXXX,C02,F,2015-08-01,,CA1,0,주간,7500,일반,4.916666667,5,6,3,1,2019-04-30,44
GD639344,XXXXX,C02,F,2015-08-01,,CA1,0,주간,7500,일반,3.833333333,4.5,5,2,1,2019-04-30,44
HD862235,XXXXX,C01,M,2015-08-01,,CA1,0,종일,10500,일반,4.166666667,4,6,1,1,2019-04-30,44
HI531972,XXXXX,C03,M,2015-08-01,,CA1,0,야간,6000,일반,4.083333333,4,7,1,1,2019-04-30,44
OA368057,XXXXXX,C01,F,2015-08-01,,CA1,0,종일,10500,일반,3.583333333,4,6,2,1,2019-04-30,44
TS675030,XXXX,C03,M,2015-08-01,,CA1,0,야간,6000,일반,4.833333333,5,9,2,1,2019-04-30,44
OA085890,XXXXX,C01,M,2015-08-01,,CA1,0,종일,10500,일반,3.916666667,4,6,2,1,2019-04-30,44
PL876202,XXX,C02,F,2015-08-01,,CA1,0,주간,7500,일반,4.166666667,4,7,2,1,2019-04-30,44
OA250167,XXXX,C01,F,2015-08-01,,CA1,0,종일,10500,일반,4.166666667,4,7,2,1,2019-04-30,44
TS357089,XXXXX,C01,M,2015-08-01,,CA1,0,종일,10500,일반,4.416666667,4.5,6,2,1,2019-04-30,44
OA869136,XX,C02,F,2015-08-01,,CA1,0,주간,7500,일반,4.083333333,4,6,3,1,2019-04-30,44
TS147383,XXXXX,C03,F,2015-08-01,,CA1,0,야간,6000,일반,3.75,4,5,1,1,2019-04-30,44
AS875048,XXXXX,C03,M,2015-08-01,,CA1,0,야간,6000,일반,5.166666667,5,8,3,1,2019-04-30,44
GD687670,XXXX,C03,M,2015-08-01,,CA1,0,야간,6000,일반,4.333333333,4.5,7,2,1,2019-04-30,44
IK787243,XX,C03,M,2015-08-01,,CA1,0,야간,6000,일반,4.333333333,5,6,2,1,2019-04-30,44
AS092144,XX,C01,F,2015-08-01,,CA1,0,종일,10500,일반,4.333333333,4,8,1,1,2019-04-30,44
IK446815,XXXX,C03,M,2015-08-01,,CA1,0,야간,6000,일반,5.333333333,5.5,9,2,1,2019-04-30,44
TS085215,XXXXX,C03,M,2015-08-01,,CA1,0,야간,6000,일반,5.25,5,7,2,1,2019-04-30,44
PL652437,XXXX,C02,F,2015-08-01,,CA1,0,주간,7500,일반,4.833333333,5,7,2,1,2019-04-30,44
