customer_id,name,class,gender,start_date,end_date,campaign_id,is_deleted
HI598974,XXX,C03,M,2015-05-01 00:00:00,,CA1,0
GD214739,XXXX,C01,M,2015-05-01 00:00:00,,CA1,0
OA557824,XXX,C02,F,2015-05-01 00:00:00,,CA1,0
IK098074,XX,C01,F,2015-05-01 00:00:00,,CA1,0
HD792156,XXXX,C01,F,2015-05-01 00:00:00,,CA1,0
OA478509,XXXX,C02,M,2015-05-01 00:00:00,,CA1,0
HI388582,XX,C02,F,2015-05-01 00:00:00,,CA1,0
TS210661,XXX,C01,M,2015-05-01 00:00:00,,CA1,0
TS837282,XXXXXX,C01,F,2015-05-01 00:00:00,,CA1,0
OA758157,XXXX,C01,M,2015-05-01 00:00:00,,CA1,0
OA790739,XXXX,C01,M,2015-05-01 00:00:00,,CA1,0
AS734592,XX,C02,F,2015-05-01 00:00:00,,CA1,0
GD022268,XXX,C02,M,2015-05-01 00:00:00,,CA1,0
IK059803,XXXXX,C02,F,2015-05-01 00:00:00,,CA1,0
TS487207,XX,C01,M,2015-05-01 00:00:00,,CA1,0
OA994859,XXXXX,C01,F,2015-05-01 00:00:00,,CA1,0
PL221419,XXXX,C02,M,2015-05-01 00:00:00,,CA1,0
HI570349,XXXXX,C01,F,2015-05-01 00:00:00,,CA1,0
TS945284,XXX,C03,M,2015-05-01 00:00:00,,CA1,0
PL152568,XXXXX,C03,F,2015-05-01 00:00:00,,CA1,0
GD967749,XXXX,C01,F,2015-05-01 00:00:00,,CA1,0
HI635742,XXXXXX,C02,F,2015-05-01 00:00:00,,CA1,0
AS970810,XXXXX,C03,F,2015-05-01 00:00:00,,CA1,0
GD163149,XXXXX,C03,M,2015-05-01 00:00:00,,CA1,0
HD124700,XXXX,C01,M,2015-05-01 00:00:00,,CA1,0
HD349501,XX,C01,F,2015-05-01 00:00:00,,CA1,0
GD126553,XXX,C01,M,2015-05-01 00:00:00,,CA1,0
AS926104,XXXX,C03,F,2015-05-01 00:00:00,,CA1,0
GD360440,XXXXXX,C03,M,2015-05-01 00:00:00,,CA1,0
IK701555,XXXXX,C02,F,2015-05-01 00:00:00,,CA1,0
AS777651,XXXXX,C01,M,2015-05-01 00:00:00,,CA1,0
PL241896,XXXX,C03,F,2015-05-01 00:00:00,,CA1,0
PL920046,XXXXX,C02,F,2015-05-01 00:00:00,,CA1,0
PL367795,XXXX,C01,F,2015-06-01 00:00:00,,CA1,0
HI324110,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
OA630902,XXXX,C03,M,2015-06-01 00:00:00,,CA1,0
GD292781,XXXX,C02,F,2015-06-01 00:00:00,,CA1,0
PL912172,XXXXXX,C03,M,2015-06-01 00:00:00,,CA1,0
HI582217,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
TS038130,XXXXX,C03,M,2015-06-01 00:00:00,,CA1,0
TS200932,XXX,C01,F,2015-06-01 00:00:00,,CA1,0
GD728611,XXXXX,C02,F,2015-06-01 00:00:00,,CA1,0
HI525851,XXXXXX,C03,M,2015-06-01 00:00:00,,CA1,0
PL540895,XXX,C03,M,2015-06-01 00:00:00,,CA1,0
PL410964,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
HI728364,XXXX,C01,M,2015-06-01 00:00:00,,CA1,0
HI373547,XXXXX,C01,F,2015-06-01 00:00:00,,CA1,0
GD489678,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
OA504016,XXXXX,C03,M,2015-06-01 00:00:00,,CA1,0
IK124414,XXXXX,C03,M,2015-06-01 00:00:00,,CA1,0
IK351897,XXXXX,C02,M,2015-06-01 00:00:00,,CA1,0
TS273269,XXXX,C03,M,2015-06-01 00:00:00,,CA1,0
IK055692,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
TS035920,XXXX,C01,M,2015-06-01 00:00:00,,CA1,0
GD555235,XXXXX,C03,F,2015-06-01 00:00:00,,CA1,0
AS099984,XXX,C01,F,2015-06-01 00:00:00,,CA1,0
TS471939,XXX,C01,M,2015-06-01 00:00:00,,CA1,0
OA931227,XXX,C02,F,2015-06-01 00:00:00,,CA1,0
HD455858,XXXXXX,C03,M,2015-06-01 00:00:00,,CA1,0
PL487301,XXXX,C01,M,2015-06-01 00:00:00,,CA1,0
GD813654,XXXXX,C03,M,2015-06-01 00:00:00,,CA1,0
HD378274,XXXX,C03,M,2015-06-01 00:00:00,,CA1,0
OA236156,XXXXX,C01,F,2015-06-01 00:00:00,,CA1,0
PL889178,XXXXXX,C02,F,2015-06-01 00:00:00,,CA1,0
OA776086,XXX,C03,F,2015-06-01 00:00:00,,CA1,0
AS677821,XXXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
OA818666,XXXX,C02,F,2015-06-01 00:00:00,,CA1,0
PL342449,XX,C02,F,2015-06-01 00:00:00,,CA1,0
PL825454,XXXX,C01,M,2015-06-01 00:00:00,,CA1,0
TS437647,XXXXXX,C02,M,2015-06-01 00:00:00,,CA1,0
HI146430,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
GD437531,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
OA103624,XXX,C01,M,2015-06-01 00:00:00,,CA1,0
OA933190,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
IK624416,XXXXX,C03,F,2015-06-01 00:00:00,,CA1,0
GD212992,XXXX,C03,F,2015-06-01 00:00:00,,CA1,0
IK999272,XXXX,C01,M,2015-06-01 00:00:00,,CA1,0
GD163914,XXXXXX,C01,F,2015-06-01 00:00:00,,CA1,0
PL400479,XXXX,C03,F,2015-06-01 00:00:00,,CA1,0
PL942936,XXX,C01,M,2015-06-01 00:00:00,,CA1,0
IK006139,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
IK902787,XXXXX,C01,F,2015-06-01 00:00:00,,CA1,0
PL815569,XXXX,C02,F,2015-06-01 00:00:00,,CA1,0
HI216184,XXXX,C01,M,2015-06-01 00:00:00,,CA1,0
HI965956,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
OA225076,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
TS106731,XXXX,C03,M,2015-06-01 00:00:00,,CA1,0
HI228454,XXXXX,C02,F,2015-06-01 00:00:00,,CA1,0
HI900494,XX,C03,M,2015-06-01 00:00:00,,CA1,0
PL456313,XXXXX,C01,F,2015-06-01 00:00:00,,CA1,0
PL779242,XXXX,C01,F,2015-06-01 00:00:00,,CA1,0
TS959961,XXXXXX,C03,F,2015-06-01 00:00:00,,CA1,0
AS099118,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
IK331136,XXXXXX,C02,F,2015-06-01 00:00:00,,CA1,0
AS834706,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
TS179365,XXXXX,C03,M,2015-06-01 00:00:00,,CA1,0
AS614421,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
OA747936,XXXXX,C01,M,2015-06-01 00:00:00,,CA1,0
PL494564,XXX,C03,M,2015-06-01 00:00:00,,CA1,0
AS299544,XXXX,C01,M,2015-06-01 00:00:00,,CA1,0
OA261861,XXXX,C02,M,2015-06-01 00:00:00,,CA1,0
HD120698,XXXXX,C01,F,2015-06-01 00:00:00,,CA1,0
HI328204,XX,C02,F,2015-07-01 00:00:00,,CA1,0
IK695797,XXXX,C02,M,2015-07-01 00:00:00,,CA1,0
HI778223,XX,C03,M,2015-07-01 00:00:00,,CA1,0
GD235669,XXX,C01,F,2015-07-01 00:00:00,,CA1,0
AS637476,XX,C02,F,2015-07-01 00:00:00,,CA1,0
AS171994,XXX,C03,M,2015-07-01 00:00:00,,CA1,0
PL245159,XXXXX,C02,F,2015-07-01 00:00:00,,CA1,0
GD470986,XXX,C03,M,2015-07-01 00:00:00,,CA1,0
HD287652,XX,C03,M,2015-07-01 00:00:00,,CA1,0
AS933597,XXXX,C01,M,2015-07-01 00:00:00,,CA1,0
PL787344,XXXX,C02,F,2015-07-01 00:00:00,,CA1,0
IK313475,XXXX,C03,M,2015-07-01 00:00:00,,CA1,0
OA986961,XXX,C01,F,2015-07-01 00:00:00,,CA1,0
OA266742,XXXXX,C02,M,2015-07-01 00:00:00,,CA1,0
IK461411,XXX,C02,F,2015-07-01 00:00:00,,CA1,0
TS244750,XXXXXX,C01,F,2015-07-01 00:00:00,,CA1,0
OA753193,XXX,C01,M,2015-07-01 00:00:00,,CA1,0
GD084870,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0
HD453390,XXXX,C03,M,2015-07-01 00:00:00,,CA1,0
GD138948,XXXXX,C03,F,2015-07-01 00:00:00,,CA1,0
TS673226,XXX,C02,F,2015-07-01 00:00:00,,CA1,0
IK357051,XXX,C01,M,2015-07-01 00:00:00,,CA1,0
HI859298,XXXXX,C03,M,2015-07-01 00:00:00,,CA1,0
AS065870,XXXX,C01,M,2015-07-01 00:00:00,,CA1,0
GD700613,XXX,C02,F,2015-07-01 00:00:00,,CA1,0
TS554037,XXXXXX,C03,F,2015-07-01 00:00:00,,CA1,0
PL827485,XXX,C01,F,2015-07-01 00:00:00,,CA1,0
AS828426,XXX,C03,M,2015-07-01 00:00:00,,CA1,0
GD009242,XXX,C02,F,2015-07-01 00:00:00,,CA1,0
HI092194,XXXXX,C01,F,2015-07-01 00:00:00,,CA1,0
PL812388,XXXXX,C03,M,2015-07-01 00:00:00,,CA1,0
OA025439,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0
TS023216,XXXXX,C02,F,2015-07-01 00:00:00,,CA1,0
TS440617,XXXXXX,C02,F,2015-07-01 00:00:00,,CA1,0
HI525283,XXXXXX,C03,F,2015-07-01 00:00:00,,CA1,0
GD812702,XXXXX,C01,F,2015-07-01 00:00:00,,CA1,0
IK560941,XXXX,C02,F,2015-07-01 00:00:00,,CA1,0
GD914874,XXX,C03,F,2015-07-01 00:00:00,,CA1,0
AS726714,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0
HI639424,XXXXX,C03,M,2015-07-01 00:00:00,,CA1,0
OA310354,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0
HI720107,XXXXX,C02,F,2015-07-01 00:00:00,,CA1,0
HD296157,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0
AS015315,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0
HD625027,XXXX,C03,M,2015-07-01 00:00:00,,CA1,0
HI323901,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0
TS614929,XXXXX,C03,F,2015-07-01 00:00:00,,CA1,0
AS868124,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0
HI499195,XXXX,C02,F,2015-07-01 00:00:00,,CA1,0
PL445190,XXXXX,C01,M,2015-07-01 00:00:00,,CA1,0
PL117922,XXXX,C02,F,2015-07-01 00:00:00,,CA1,0
GD837157,XXXXXX,C01,F,2015-07-01 00:00:00,,CA1,0
OA375487,XXXXXX,C01,M,2015-07-01 00:00:00,,CA1,0
PL863573,XXXXXX,C01,F,2015-08-01 00:00:00,,CA1,0
IK155697,XXXX,C01,F,2015-08-01 00:00:00,,CA1,0
AS132988,XXXX,C01,M,2015-08-01 00:00:00,,CA1,0
HI708658,XXX,C01,F,2015-08-01 00:00:00,,CA1,0
TS223691,XXXX,C01,M,2015-08-01 00:00:00,,CA1,0
OA823412,XXX,C01,M,2015-08-01 00:00:00,,CA1,0
OA545809,XXXXXX,C01,M,2015-08-01 00:00:00,,CA1,0
AS386696,XX,C02,F,2015-08-01 00:00:00,,CA1,0
IK219142,XXXX,C03,M,2015-08-01 00:00:00,,CA1,0
HI428108,XXXXX,C02,F,2015-08-01 00:00:00,,CA1,0
TS803730,XXXXX,C03,M,2015-08-01 00:00:00,,CA1,0
GD266112,XXX,C03,M,2015-08-01 00:00:00,,CA1,0
GD687485,XXXXX,C01,M,2015-08-01 00:00:00,,CA1,0
TS861244,XXXXX,C02,F,2015-08-01 00:00:00,,CA1,0
OA313854,XXXXX,C03,M,2015-08-01 00:00:00,,CA1,0
PL101549,XX,C03,M,2015-08-01 00:00:00,,CA1,0
OA484479,XXXXX,C01,F,2015-08-01 00:00:00,,CA1,0
HI978590,XXXXX,C01,F,2015-08-01 00:00:00,,CA1,0
HD405727,XX,C01,M,2015-08-01 00:00:00,,CA1,0
HD145501,XXXX,C03,M,2015-08-01 00:00:00,,CA1,0
HI920533,XX,C03,M,2015-08-01 00:00:00,,CA1,0
TS386881,XXXX,C01,F,2015-08-01 00:00:00,,CA1,0
TS864496,XXXXX,C01,M,2015-08-01 00:00:00,,CA1,0
OA278526,XXXXX,C02,F,2015-08-01 00:00:00,,CA1,0
GD639344,XXXXX,C02,F,2015-08-01 00:00:00,,CA1,0
HD862235,XXXXX,C01,M,2015-08-01 00:00:00,,CA1,0
HI531972,XXXXX,C03,M,2015-08-01 00:00:00,,CA1,0
OA368057,XXXXXX,C01,F,2015-08-01 00:00:00,,CA1,0
TS675030,XXXX,C03,M,2015-08-01 00:00:00,,CA1,0
OA085890,XXXXX,C01,M,2015-08-01 00:00:00,,CA1,0
PL876202,XXX,C02,F,2015-08-01 00:00:00,,CA1,0
OA250167,XXXX,C01,F,2015-08-01 00:00:00,,CA1,0
TS357089,XXXXX,C01,M,2015-08-01 00:00:00,,CA1,0
OA869136,XX,C02,F,2015-08-01 00:00:00,,CA1,0
TS147383,XXXXX,C03,F,2015-08-01 00:00:00,,CA1,0
AS875048,XXXXX,C03,M,2015-08-01 00:00:00,,CA1,0
GD687670,XXXX,C03,M,2015-08-01 00:00:00,,CA1,0
IK787243,XX,C03,M,2015-08-01 00:00:00,,CA1,0
AS092144,XX,C01,F,2015-08-01 00:00:00,,CA1,0
IK446815,XXXX,C03,M,2015-08-01 00:00:00,,CA1,0
TS085215,XXXXX,C03,M,2015-08-01 00:00:00,,CA1,0
PL652437,XXXX,C02,F,2015-08-01 00:00:00,,CA1,0
HI929904,XXXXX,C01,M,2015-08-01 00:00:00,,CA1,0
HD733934,XXX,C01,M,2015-08-01 00:00:00,,CA1,0
IK516841,XXXXX,C01,F,2015-08-01 00:00:00,,CA1,0
HI072340,XXXXX,C02,F,2015-08-01 00:00:00,,CA1,0
HI963277,XXX,C03,M,2015-08-01 00:00:00,,CA1,0
IK248737,XXXXXX,C02,F,2015-08-01 00:00:00,,CA1,0
OA955085,XXXXX,C01,F,2015-08-01 00:00:00,,CA1,0
GD257904,XXXX,C01,M,2015-08-01 00:00:00,,CA1,0
HI184733,XXXXX,C01,M,2015-08-01 00:00:00,,CA1,0
HI969840,XXXXX,C01,F,2015-08-01 00:00:00,,CA1,0
IK569155,XXXXXX,C02,M,2015-08-01 00:00:00,,CA1,0
OA255039,XXXXXX,C01,M,2015-09-01 00:00:00,,CA1,0
TS621030,XXXX,C02,F,2015-09-01 00:00:00,,CA1,0
TS364512,XXXX,C03,M,2015-09-01 00:00:00,,CA1,0
OA427079,XXXX,C03,M,2015-09-01 00:00:00,,CA1,0
IK986011,XXXX,C02,F,2015-09-01 00:00:00,,CA1,0
AS124354,XXXX,C03,M,2015-09-01 00:00:00,,CA1,0
HD867526,XXX,C03,M,2015-09-01 00:00:00,,CA1,0
HD379875,XXXX,C01,M,2015-09-01 00:00:00,,CA1,0
AS736672,XXXX,C01,F,2015-09-01 00:00:00,,CA1,0
OA285691,XXXXXX,C01,M,2015-09-01 00:00:00,,CA1,0
PL634236,XXX,C01,M,2015-09-01 00:00:00,,CA1,0
IK051737,XXXX,C01,F,2015-09-01 00:00:00,,CA1,0
OA628170,XXX,C03,F,2015-09-01 00:00:00,,CA1,0
IK018825,XXX,C01,M,2015-09-01 00:00:00,,CA1,0
HI673538,XXXX,C01,F,2015-09-01 00:00:00,,CA1,0
IK433428,XXXX,C01,F,2015-09-01 00:00:00,,CA1,0
GD004422,XXXX,C01,F,2015-09-01 00:00:00,,CA1,0
TS861788,XX,C01,F,2015-09-01 00:00:00,,CA1,0
AS603613,XXXXX,C02,F,2015-09-01 00:00:00,,CA1,0
TS161670,XXX,C01,F,2015-09-01 00:00:00,,CA1,0
HD862369,XXX,C03,M,2015-09-01 00:00:00,,CA1,0
PL507166,XXX,C01,M,2015-09-01 00:00:00,,CA1,0
HI003514,XXXXX,C02,F,2015-09-01 00:00:00,,CA1,0
TS995299,XXXXXX,C03,M,2015-09-01 00:00:00,,CA1,0
PL753720,XXXX,C01,F,2015-09-01 00:00:00,,CA1,0
IK292139,XX,C03,M,2015-09-01 00:00:00,,CA1,0
HD289026,XXX,C01,F,2015-09-01 00:00:00,,CA1,0
HI376364,XXXXXX,C01,M,2015-09-01 00:00:00,,CA1,0
HD561131,XXXXX,C01,F,2015-09-01 00:00:00,,CA1,0
TS548118,XXXXXX,C01,M,2015-09-01 00:00:00,,CA1,0
OA544396,XXXXX,C03,F,2015-09-01 00:00:00,,CA1,0
IK733351,XXXX,C01,M,2015-09-01 00:00:00,,CA1,0
GD280871,XXX,C02,M,2015-09-01 00:00:00,,CA1,0
HD914078,XXXX,C03,F,2015-09-01 00:00:00,,CA1,0
TS159187,XXXXX,C03,M,2015-09-01 00:00:00,,CA1,0
IK266002,XXXX,C01,M,2015-09-01 00:00:00,,CA1,0
PL144435,XXXXX,C02,F,2015-09-01 00:00:00,,CA1,0
HD012547,XX,C01,M,2015-09-01 00:00:00,,CA1,0
TS624020,XXXXXX,C03,F,2015-09-01 00:00:00,,CA1,0
GD693914,XXX,C01,M,2015-09-01 00:00:00,,CA1,0
HD981950,XXX,C01,M,2015-09-01 00:00:00,,CA1,0
GD082396,XXX,C01,M,2015-09-01 00:00:00,,CA1,0
PL739117,XX,C03,M,2015-09-01 00:00:00,,CA1,0
PL677323,XXXXX,C01,F,2015-09-01 00:00:00,,CA1,0
IK096992,XXXX,C01,M,2015-09-01 00:00:00,,CA1,0
TS718154,XXXX,C01,M,2015-09-01 00:00:00,,CA1,0
OA962428,XXXX,C03,M,2015-09-01 00:00:00,,CA1,0
HI270880,XX,C02,F,2015-09-01 00:00:00,,CA1,0
GD879805,XXXX,C01,M,2015-09-01 00:00:00,,CA1,0
IK616816,XXXXX,C01,F,2015-09-01 00:00:00,,CA1,0
PL394207,XXXX,C01,F,2015-09-01 00:00:00,,CA1,0
GD362521,XXX,C03,F,2015-09-01 00:00:00,,CA1,0
HD775663,XXXXX,C03,M,2015-09-01 00:00:00,,CA1,0
HD459783,XXXXX,C01,M,2015-09-01 00:00:00,,CA1,0
GD479679,XXXXX,C01,M,2015-09-01 00:00:00,,CA1,0
IK886752,XXXX,C03,M,2015-09-01 00:00:00,,CA1,0
HD387344,XXXXX,C01,F,2015-09-01 00:00:00,,CA1,0
OA763272,XXX,C01,M,2015-09-01 00:00:00,,CA1,0
HI564909,XXXXX,C01,M,2015-09-01 00:00:00,,CA1,0
TS536483,XXXX,C01,M,2015-09-01 00:00:00,,CA1,0
IK559274,XXX,C01,F,2015-09-01 00:00:00,,CA1,0
HI405166,XXXX,C02,F,2015-09-01 00:00:00,,CA1,0
AS468297,XX,C01,M,2015-09-01 00:00:00,,CA1,0
TS637007,XXXXX,C01,M,2015-09-01 00:00:00,,CA1,0
TS168517,XX,C01,F,2015-09-01 00:00:00,,CA1,0
AS712913,XXXX,C01,M,2015-09-01 00:00:00,,CA1,0
OA075024,XXXX,C01,M,2015-09-01 00:00:00,,CA1,0
IK799332,XXXX,C03,M,2015-09-01 00:00:00,,CA1,0
PL929818,XXX,C02,M,2015-09-01 00:00:00,,CA1,0
TS849376,XXX,C01,F,2015-09-01 00:00:00,,CA1,0
TS571375,XXX,C01,F,2015-09-01 00:00:00,,CA1,0
IK377403,XXXX,C01,M,2015-10-01 00:00:00,,CA1,0
HD845666,XXXX,C01,F,2015-10-01 00:00:00,,CA1,0
PL081925,XXXXX,C01,F,2015-10-01 00:00:00,,CA1,0
OA768446,XXXXXX,C02,F,2015-10-01 00:00:00,,CA1,0
HD576900,XXXXXX,C01,M,2015-10-01 00:00:00,,CA1,0
GD152639,XXXX,C01,M,2015-10-01 00:00:00,,CA1,0
IK453330,XXXX,C03,M,2015-10-01 00:00:00,,CA1,0
AS258098,XX,C01,M,2015-10-01 00:00:00,,CA1,0
IK130171,XXXX,C02,F,2015-10-01 00:00:00,,CA1,0
AS309101,XXXXX,C01,M,2015-10-01 00:00:00,,CA1,0
AS275166,XXXX,C01,M,2015-10-01 00:00:00,,CA1,0
IK771427,XXXX,C02,M,2015-10-01 00:00:00,,CA1,0
HD484088,XXXXX,C01,M,2015-10-01 00:00:00,,CA1,0
HD176214,XXXXX,C01,M,2015-10-01 00:00:00,,CA1,0
HI853357,XXXXX,C01,M,2015-10-01 00:00:00,,CA1,0
GD589615,XX,C01,F,2015-10-01 00:00:00,,CA1,0
GD763218,XX,C03,M,2015-10-01 00:00:00,,CA1,0
AS404579,XXXX,C01,F,2015-10-01 00:00:00,,CA1,0
OA352833,XX,C02,M,2015-10-01 00:00:00,,CA1,0
HI201910,XXXXX,C02,F,2015-10-01 00:00:00,,CA1,0
IK740134,XXXX,C01,F,2015-10-01 00:00:00,,CA1,0
IK580114,XXXX,C01,M,2015-10-01 00:00:00,,CA1,0
TS356315,XX,C03,M,2015-10-01 00:00:00,,CA1,0
TS922639,XXXXX,C03,F,2015-10-01 00:00:00,,CA1,0
PL704025,XXXX,C03,M,2015-10-01 00:00:00,,CA1,0
HD177050,XXXX,C02,M,2015-10-01 00:00:00,,CA1,0
OA862614,XXXX,C03,M,2015-10-01 00:00:00,,CA1,0
AS105107,XXXXX,C02,F,2015-10-01 00:00:00,,CA1,0
AS359364,XX,C03,F,2015-10-01 00:00:00,,CA1,0
OA462757,XXXX,C01,F,2015-10-01 00:00:00,,CA1,0
PL664277,XXXXX,C01,F,2015-10-01 00:00:00,,CA1,0
HD995428,XXX,C02,F,2015-10-01 00:00:00,,CA1,0
IK751998,XXXXX,C03,M,2015-10-01 00:00:00,,CA1,0
GD064521,XXXXX,C01,M,2015-10-01 00:00:00,,CA1,0
HD708558,XXXXX,C01,M,2015-10-01 00:00:00,,CA1,0
PL343970,XXXXX,C01,F,2015-10-01 00:00:00,,CA1,0
IK983460,XXXXXX,C02,M,2015-10-01 00:00:00,,CA1,0
IK608489,XXXX,C03,M,2015-10-01 00:00:00,,CA1,0
IK200910,XXXXX,C02,F,2015-10-01 00:00:00,,CA1,0
AS137764,XXX,C02,M,2015-10-01 00:00:00,,CA1,0
TS640338,XXXX,C01,F,2015-10-01 00:00:00,,CA1,0
AS614406,XXXXX,C03,F,2015-10-01 00:00:00,,CA1,0
HD762188,XXXXXX,C01,M,2015-10-01 00:00:00,,CA1,0
HI826338,XXXX,C03,F,2015-10-01 00:00:00,,CA1,0
GD672303,XXXXX,C02,F,2015-10-01 00:00:00,,CA1,0
TS321715,XXXXX,C03,M,2015-10-01 00:00:00,,CA1,0
TS798789,XXXXX,C01,F,2015-10-01 00:00:00,,CA1,0
HD035838,XXX,C02,F,2015-10-01 00:00:00,,CA1,0
HI183246,XXX,C01,F,2015-10-01 00:00:00,,CA1,0
TS145533,XXXXX,C03,M,2015-10-01 00:00:00,,CA1,0
GD323923,XX,C01,M,2015-10-01 00:00:00,,CA1,0
AS211705,XXX,C03,M,2015-10-01 00:00:00,,CA1,0
IK051201,XXXXXX,C01,M,2015-10-01 00:00:00,,CA1,0
AS038564,XXXXX,C01,M,2015-10-01 00:00:00,,CA1,0
PL576453,XXXXX,C01,M,2015-11-01 00:00:00,,CA1,0
PL351843,XXXXX,C01,M,2015-11-01 00:00:00,,CA1,0
HD134052,XX,C03,F,2015-11-01 00:00:00,,CA1,0
PL046622,XXXXX,C01,F,2015-11-01 00:00:00,,CA1,0
AS670699,XXXX,C01,M,2015-11-01 00:00:00,,CA1,0
PL703435,XXXX,C02,F,2015-11-01 00:00:00,,CA1,0
IK357689,XXXXX,C03,M,2015-11-01 00:00:00,,CA1,0
TS413023,XX,C01,M,2015-11-01 00:00:00,,CA1,0
HD581148,XXXXX,C01,F,2015-11-01 00:00:00,,CA1,0
HI342075,XXXXX,C03,M,2015-11-01 00:00:00,,CA1,0
HI777528,XXXXX,C01,F,2015-11-01 00:00:00,,CA1,0
IK766314,XXXXX,C02,F,2015-11-01 00:00:00,,CA1,0
GD670693,XXXXXX,C01,F,2015-11-01 00:00:00,,CA1,0
OA885929,XXXX,C02,F,2015-11-01 00:00:00,,CA1,0
OA737426,XXXX,C01,F,2015-11-01 00:00:00,,CA1,0
OA791937,XXXXX,C01,M,2015-11-01 00:00:00,,CA1,0
AS297966,XXXX,C02,F,2015-11-01 00:00:00,,CA1,0
OA524517,XX,C02,F,2015-11-01 00:00:00,,CA1,0
PL504040,XXXXX,C02,F,2015-11-01 00:00:00,,CA1,0
HD894637,XXXX,C01,F,2015-11-01 00:00:00,,CA1,0
IK324758,XXXXX,C01,F,2015-11-01 00:00:00,,CA1,0
HI995135,XXXXXX,C01,F,2015-11-01 00:00:00,,CA1,0
AS462796,XXX,C03,F,2015-11-01 00:00:00,,CA1,0
PL865030,XXXXX,C01,M,2015-11-01 00:00:00,,CA1,0
HI337186,XXXXX,C02,F,2015-11-01 00:00:00,,CA1,0
AS584189,XXXXX,C01,M,2015-11-01 00:00:00,,CA1,0
OA551532,XX,C03,F,2015-11-01 00:00:00,,CA1,0
AS009373,XX,C01,F,2015-11-01 00:00:00,,CA1,0
OA963991,XXXX,C01,F,2015-11-01 00:00:00,,CA1,0
TS230934,XXXXX,C01,M,2015-11-01 00:00:00,,CA1,0
OA543860,XXXX,C01,M,2015-11-01 00:00:00,,CA1,0
GD788407,XXX,C01,M,2015-11-01 00:00:00,,CA1,0
PL817645,XXXXX,C01,M,2015-11-01 00:00:00,,CA1,0
