연월,customer_id,count
201804,GD181791,5
201804,GD182990,4
201804,GD183457,5
201804,GD191107,3
201804,GD191589,5
201804,GD194770,5
201804,GD198467,6
201804,GD206745,8
201804,GD210507,8
201804,GD212992,5
201804,GD214739,3
201804,GD216317,5
201804,GD221439,4
201804,GD223514,7
201804,GD227601,5
201804,GD228250,7
201804,GD230002,7
201804,GD230222,9
201804,GD235669,5
201804,GD238607,4
201804,GD238730,7
201804,GD257285,4
201804,GD257904,5
201804,GD258009,5
201804,GD261077,5
201804,GD262737,8
201804,GD266112,3
201804,GD269619,3
201804,GD280871,1
201804,GD283160,2
201804,GD283718,3
201804,GD289305,2
201804,GD292781,3
201804,GD295789,7
201804,GD296025,7
201804,GD296555,1
201804,GD297149,2
201804,GD298325,4
201804,GD306378,8
201804,GD311895,8
201804,GD316957,5
201804,GD323300,4
201804,GD323923,3
201804,GD325128,3
201804,GD325851,10
201804,GD326524,7
201804,GD332587,1
201804,GD332889,4
201804,GD341063,8
201804,GD343618,6
201804,GD350258,1
201804,GD350549,7
201804,GD360440,4
201804,GD361244,3
201804,GD362521,4
201804,GD364043,5
201804,GD366297,7
201804,GD370248,2
201804,GD373372,8
201804,GD375438,4
201804,GD376049,8
201804,GD378149,11
201804,GD381952,7
201804,GD382390,4
201804,GD387236,6
201804,GD390290,11
201804,GD390442,1
201804,GD394435,5
201804,GD398206,7
201804,GD401034,4
201804,GD401728,8
201804,GD406715,7
201804,GD408230,10
201804,GD411680,5
201804,GD413362,7
201804,GD418230,8
201804,GD420163,1
201804,GD428351,3
201804,GD434239,4
201804,GD437531,3
201804,GD438627,8
201804,GD439332,4
201804,GD452640,8
201804,GD454723,2
201804,GD455671,5
201804,GD459648,9
201804,GD462611,4
201804,GD470986,3
201804,GD471767,8
201804,GD475433,9
201804,GD477802,8
201804,GD479069,6
201804,GD479253,8
201804,GD479679,3
201804,GD484864,8
201804,GD489148,5
201804,GD489678,5
201804,GD492710,6
201804,GD513608,9
201804,GD516585,5
201804,GD518115,6
201804,GD531348,11
201804,GD531554,4
201804,GD536257,4
201804,GD537137,7
201804,GD537233,8
201804,GD555235,4
201804,GD558480,4
201804,GD563129,5
201804,GD563242,13
201804,GD573130,1
201804,GD574013,6
201804,GD574177,7
201804,GD574697,3
201804,GD574867,7
201804,GD574913,4
201804,GD575423,9
201804,GD582469,7
201804,GD585679,6
201804,GD587474,8
201804,GD589615,5
201804,GD598089,4
201804,GD600460,1
201804,GD614242,6
201804,GD615902,6
201804,GD619319,8
201804,GD620721,5
201804,GD620805,6
201804,GD622254,5
201804,GD623309,7
201804,GD624477,3
201804,GD628310,7
201804,GD631254,6
201804,GD635322,5
201804,GD635509,6
201804,GD638385,3
201804,GD639016,3
201804,GD639344,2
201804,GD639619,9
201804,GD640316,3
201804,GD646501,10
201804,GD648354,6
201804,GD649455,6
201804,GD655061,1
201804,GD665518,7
201804,GD670693,6
201804,GD671138,2
201804,GD672003,6
201804,GD672303,7
201804,GD673835,3
201804,GD676928,8
201804,GD687485,5
201804,GD687670,6
201804,GD691243,6
201804,GD693914,5
201804,GD695696,3
201804,GD699747,7
201804,GD699826,7
201804,GD700587,7
201804,GD700613,2
201804,GD701512,5
201804,GD703244,6
201804,GD703449,5
201804,GD705390,3
201804,GD710390,4
201804,GD711631,2
201804,GD716223,11
201804,GD719026,9
201804,GD719151,7
201804,GD721751,7
201804,GD725111,1
201804,GD728611,5
201804,GD728833,2
201804,GD733240,5
201804,GD735013,6
201804,GD741058,5
201804,GD749335,9
201804,GD754725,3
201804,GD761011,8
201804,GD762120,3
201804,GD762671,12
201804,GD763218,3
201804,GD763258,3
201804,GD766190,5
201804,GD768522,6
201804,GD768855,4
201804,GD770166,1
201804,GD781025,4
201804,GD784657,8
201804,GD788407,6
201804,GD788422,6
201804,GD796301,7
201804,GD804357,4
201804,GD806895,7
201804,GD807714,9
201804,GD809807,7
201804,GD809947,10
201804,GD812059,6
201804,GD812702,6
201804,GD812922,7
201804,GD813654,2
201804,GD825223,7
201804,GD837157,6
201804,GD840219,2
201804,GD843424,3
201804,GD843695,5
201804,GD844529,5
201804,GD849803,2
201804,GD852474,6
201804,GD859439,3
201804,GD862018,3
201804,GD862639,3
201804,GD866704,7
201804,GD868389,6
201804,GD868574,3
201804,GD869479,8
201804,GD870808,8
201804,GD873389,4
201804,GD876521,9
201804,GD877201,9
201804,GD879805,6
201804,GD881679,2
201804,GD883603,5
201804,GD885447,9
201804,GD886475,3
201804,GD887148,6
201804,GD897249,9
201804,GD900956,2
201804,GD903830,6
201804,GD908843,5
201804,GD911889,8
201804,GD912745,6
201804,GD914874,4
201804,GD915723,6
201804,GD921810,7
201804,GD930782,6
201804,GD933293,3
201804,GD934041,3
201804,GD943344,9
201804,GD946202,4
201804,GD947493,4
201804,GD951332,8
201804,GD960674,10
201804,GD962470,7
201804,GD964685,4
201804,GD966172,3
201804,GD967749,5
201804,GD968549,4
201804,GD969310,4
201804,GD970368,5
201804,GD972640,6
201804,GD973384,8
201804,GD975752,6
201804,GD979485,7
201804,GD987989,8
201804,GD994213,1
201804,GD998772,9
201804,HD000022,4
201804,HD003152,5
201804,HD006808,6
201804,HD012547,5
201804,HD012845,5
201804,HD014166,6
201804,HD019297,4
201804,HD020326,6
201804,HD024127,6
201804,HD030810,4
201804,HD032015,7
201804,HD035366,7
201804,HD035838,7
201804,HD037991,3
201804,HD044222,4
201804,HD044319,5
201804,HD048025,4
201804,HD052411,6
201804,HD052466,7
201804,HD053694,8
201804,HD055368,8
201804,HD055792,7
201804,HD056820,6
201804,HD068817,8
201804,HD069512,3
201804,HD069655,9
201804,HD069769,9
201804,HD070115,2
201804,HD074397,4
201804,HD074404,7
201804,HD079011,4
201804,HD084175,5
201804,HD089565,4
201804,HD094887,1
201804,HD095957,4
201804,HD096925,4
201804,HD096953,6
201804,HD099859,4
201804,HD101700,3
201804,HD101792,5
201804,HD104614,8
201804,HD109539,7
201804,HD112851,7
201804,HD113386,4
201804,HD117235,6
201804,HD120698,6
201804,HD121067,8
201804,HD124235,4
201804,HD124700,5
201804,HD126441,5
201804,HD134052,4
201804,HD134433,1
201804,HD134597,3
201804,HD137947,6
201804,HD139654,6
201804,HD140190,7
201804,HD145501,4
201804,HD146199,10
201804,HD147072,8
201804,HD148659,5
201804,HD155154,6
201804,HD156305,9
201804,HD160543,11
201804,HD165212,6
201804,HD167407,8
201804,HD171678,1
201804,HD176214,3
201804,HD177050,5
201804,HD182637,2
201804,HD184011,6
201804,HD186795,5
201804,HD188491,5
201804,HD194702,3
201804,HD200554,3
201804,HD200782,6
201804,HD203527,8
201804,HD206448,7
201804,HD210141,7
201804,HD214175,7
201804,HD216701,6
201804,HD218552,10
201804,HD218670,2
201804,HD218970,8
201804,HD242691,8
201804,HD244526,6
201804,HD245568,7
201804,HD250394,3
201804,HD252906,4
201804,HD253398,2
201804,HD256907,6
201804,HD262708,2
201804,HD262908,2
201804,HD263348,8
201804,HD264361,5
201804,HD268516,4
201804,HD268534,9
201804,HD272401,8
201804,HD277392,8
201804,HD280205,3
201804,HD281795,5
201804,HD285695,6
201804,HD287652,4
201804,HD289026,7
201804,HD290947,7
201804,HD292217,5
201804,HD293656,8
201804,HD294856,1
201804,HD295267,10
201804,HD295608,6
201804,HD296157,2
201804,HD296847,4
201804,HD298120,5
201804,HD305029,3
201804,HD307544,4
201804,HD309501,5
201804,HD312137,4
201804,HD313841,5
201804,HD314081,10
201804,HD315748,8
201804,HD316308,5
201804,HD319220,5
201804,HD320060,7
201804,HD321275,8
201804,HD321813,9
201804,HD327348,6
201804,HD327582,7
201804,HD332594,5
201804,HD333051,9
201804,HD333063,3
201804,HD333544,6
201804,HD333962,4
201804,HD335580,3
201804,HD338262,2
201804,HD338928,4
201804,HD344670,2
201804,HD344852,3
201804,HD348931,6
201804,HD349501,6
201804,HD351145,7
201804,HD351414,5
201804,HD359876,9
201804,HD361714,6
201804,HD364928,7
201804,HD364970,11
201804,HD369528,7
201804,HD372669,5
201804,HD374247,6
201804,HD376302,6
201804,HD378274,5
201804,HD379875,6
201804,HD385904,2
201804,HD387344,4
201804,HD391766,2
201804,HD394739,9
201804,HD397050,4
201804,HD402002,9
201804,HD403941,9
201804,HD405727,5
201804,HD408536,8
201804,HD410257,3
201804,HD412914,4
201804,HD424190,4
201804,HD426886,10
201804,HD430949,5
201804,HD432390,4
201804,HD434034,5
201804,HD434417,7
201804,HD435871,3
201804,HD436260,5
201804,HD437482,8
201804,HD453100,7
201804,HD453390,6
201804,HD454734,7
201804,HD455858,3
201804,HD456541,6
201804,HD457136,7
201804,HD458438,4
201804,HD459783,5
201804,HD460027,8
201804,HD465982,8
201804,HD467920,8
201804,HD471103,7
201804,HD472052,4
201804,HD472114,3
201804,HD475088,8
201804,HD476406,8
201804,HD476620,6
201804,HD477288,5
201804,HD478215,8
201804,HD484088,3
201804,HD487840,7
201804,HD487976,8
201804,HD491284,8
201804,HD492524,1
201804,HD493357,9
201804,HD498491,8
201804,HD508159,3
201804,HD509061,9
201804,HD509520,8
201804,HD511288,5
201804,HD513936,2
201804,HD516059,3
201804,HD523855,9
201804,HD528660,5
201804,HD530464,2
201804,HD532552,5
201804,HD537011,7
201804,HD537465,6
201804,HD541285,6
201804,HD542886,1
201804,HD544369,3
201804,HD550869,4
201804,HD552859,8
201804,HD557689,6
201804,HD559223,5
201804,HD561131,5
201804,HD561337,2
201804,HD561717,6
201804,HD566204,4
201804,HD567544,3
201804,HD571515,6
201804,HD572934,5
201804,HD573624,5
201804,HD574185,4
201804,HD576900,4
201804,HD580454,10
201804,HD581148,7
201804,HD587331,9
201804,HD595882,10
201804,HD597545,4
201804,HD600586,9
201804,HD611284,6
201804,HD617077,1
201804,HD618344,10
201804,HD619719,4
201804,HD620437,9
201804,HD623640,7
201804,HD624279,6
201804,HD625027,5
201804,HD625038,5
201804,HD631824,7
201804,HD634356,7
201804,HD634523,7
201804,HD640143,11
201804,HD642174,8
201804,HD643188,8
201804,HD647688,7
201804,HD649306,3
201804,HD651604,11
201804,HD652153,1
201804,HD653952,4
201804,HD660433,6
201804,HD661448,5
201804,HD666225,5
201804,HD666936,11
201804,HD671982,5
201804,HD672719,5
201804,HD673900,9
201804,HD677309,6
201804,HD677310,10
201804,HD685879,6
201804,HD691471,10
201804,HD691675,7
201804,HD692017,6
201804,HD693609,10
201804,HD699115,4
201804,HD703830,6
201804,HD707231,9
201804,HD708558,5
201804,HD710658,8
201804,HD712372,10
201804,HD715012,7
201804,HD717249,10
201804,HD719737,8
201804,HD720343,4
201804,HD721014,6
201804,HD722558,11
201804,HD722956,6
201804,HD725527,3
201804,HD727444,8
201804,HD727632,8
201804,HD730447,4
201804,HD733934,6
201804,HD734129,6
201804,HD734433,6
201804,HD739338,6
201804,HD742096,5
201804,HD743252,6
201804,HD744684,9
201804,HD745359,7
201804,HD747377,4
201804,HD749546,6
201804,HD753835,5
201804,HD759692,7
201804,HD760983,6
201804,HD762188,3
201804,HD765436,8
201804,HD765554,10
201804,HD766838,8
201804,HD767334,7
201804,HD767925,4
201804,HD768386,5
201804,HD769845,7
201804,HD771279,5
201804,HD772140,5
201804,HD775663,5
201804,HD777083,7
201804,HD778015,5
201804,HD782984,7
201804,HD788375,7
201804,HD792156,7
201804,HD793729,7
201804,HD799859,7
201804,HD801142,2
201804,HD801821,6
201804,HD802058,5
201804,HD802475,3
201804,HD805772,3
201804,HD807397,3
201804,HD807553,4
201804,HD809345,8
201804,HD810948,6
201804,HD812799,5
201804,HD814444,12
201804,HD819739,3
201804,HD822643,4
201804,HD822984,8
201804,HD823097,2
201804,HD824079,8
201804,HD826767,5
201804,HD831023,6
201804,HD834340,4
201804,HD834387,8
201804,HD837482,8
201804,HD842881,7
201804,HD845119,2
201804,HD845666,6
201804,HD845983,6
201804,HD847713,4
201804,HD848426,7
201804,HD849426,6
201804,HD852520,8
201804,HD853800,7
201804,HD858116,9
201804,HD862235,4
201804,HD862369,2
201804,HD862903,4
201804,HD864300,6
201804,HD867363,8
201804,HD867526,5
201804,HD874104,5
201804,HD875558,6
201804,HD876492,9
201804,HD877359,6
201804,HD882805,2
201804,HD888412,6
201804,HD893022,6
201804,HD893931,6
201804,HD894390,2
201804,HD894637,3
201804,HD896542,5
201804,HD901734,7
201804,HD903528,5
201804,HD907996,5
201804,HD914078,3
201804,HD920211,4
201804,HD921002,6
201804,HD925731,6
201804,HD935075,5
201804,HD944583,6
201804,HD952062,2
201804,HD952315,5
201804,HD957073,5
201804,HD957429,8
201804,HD959899,4
201804,HD961587,5
201804,HD964603,2
201804,HD973885,4
201804,HD974505,4
201804,HD981197,7
201804,HD981504,2
201804,HD981821,6
201804,HD981950,5
201804,HD982676,2
201804,HD982934,7
201804,HD984626,4
201804,HD984838,6
201804,HD988129,5
201804,HD995428,6
201804,HD997786,9
201804,HI001877,7
201804,HI003514,3
201804,HI013994,3
201804,HI014891,12
201804,HI015767,9
201804,HI020083,3
201804,HI020478,8
201804,HI024535,8
201804,HI027437,9
201804,HI035448,2
201804,HI047229,3
201804,HI048967,8
201804,HI049184,8
201804,HI050493,3
201804,HI056567,8
201804,HI059355,7
201804,HI060044,1
201804,HI061526,2
201804,HI066401,3
201804,HI069246,3
201804,HI069935,4
201804,HI072340,6
201804,HI073600,7
201804,HI084482,5
201804,HI085532,7
201804,HI086872,4
201804,HI088281,7
201804,HI088451,5
201804,HI089467,6
201804,HI092194,6
201804,HI098767,5
201804,HI100579,1
201804,HI101829,10
201804,HI104906,5
201804,HI106422,7
201804,HI107999,7
201804,HI108402,1
201804,HI109765,4
201804,HI113055,3
201804,HI121657,8
201804,HI128243,3
201804,HI128344,4
201804,HI140097,10
201804,HI140455,1
201804,HI142283,5
201804,HI142296,5
201804,HI142388,6
201804,HI142725,2
201804,HI145167,9
201804,HI146430,5
201804,HI147428,3
201804,HI150416,7
201804,HI150906,5
201804,HI151205,3
201804,HI151334,6
201804,HI151922,2
201804,HI153809,4
201804,HI155985,4
201804,HI158085,6
201804,HI161247,7
201804,HI162012,6
201804,HI162853,5
201804,HI166285,2
201804,HI168292,4
201804,HI169357,7
201804,HI169908,1
201804,HI173027,6
201804,HI174281,10
201804,HI181600,5
201804,HI181798,5
201804,HI183239,7
201804,HI183246,5
201804,HI184156,8
201804,HI184733,5
201804,HI188968,4
201804,HI193026,1
201804,HI195873,10
201804,HI196175,4
201804,HI201295,8
201804,HI201910,2
201804,HI207536,7
201804,HI207932,4
201804,HI213334,6
201804,HI215420,4
201804,HI216184,4
201804,HI216412,3
201804,HI227285,4
201804,HI228454,4
201804,HI229277,5
201804,HI233749,7
201804,HI235051,2
201804,HI237883,9
201804,HI238760,6
201804,HI244067,7
201804,HI245631,3
201804,HI245995,6
201804,HI246799,6
201804,HI246920,6
201804,HI247770,10
201804,HI248417,1
201804,HI253328,9
201804,HI263548,5
201804,HI263602,7
201804,HI265189,3
201804,HI270880,2
201804,HI272887,7
201804,HI273985,6
201804,HI275161,5
201804,HI288209,4
201804,HI292376,3
201804,HI292442,6
201804,HI292858,6
201804,HI297129,5
201804,HI302801,7
201804,HI305974,6
201804,HI311281,6
201804,HI321252,8
201804,HI322689,8
201804,HI323901,3
201804,HI324110,3
201804,HI324381,8
201804,HI324666,7
201804,HI328204,5
201804,HI331377,10
201804,HI331484,5
201804,HI337186,2
201804,HI337854,5
201804,HI338198,5
201804,HI338427,7
201804,HI339146,5
201804,HI342075,6
201804,HI349563,6
201804,HI352145,3
201804,HI355741,4
201804,HI360754,5
201804,HI361018,2
201804,HI363056,7
201804,HI367242,8
201804,HI368031,10
201804,HI373091,3
201804,HI373547,2
201804,HI374524,8
201804,HI375298,4
201804,HI376364,3
201804,HI377541,7
201804,HI378471,4
201804,HI383326,5
201804,HI387953,5
201804,HI388582,6
201804,HI388967,6
201804,HI390909,4
201804,HI392766,3
201804,HI393943,6
201804,HI394229,6
201804,HI402317,7
201804,HI402432,7
201804,HI402688,8
201804,HI403116,8
201804,HI403631,7
201804,HI405166,5
201804,HI405294,7
201804,HI405733,8
201804,HI412057,4
201804,HI421707,6
201804,HI421757,8
201804,HI428108,4
201804,HI429448,5
201804,HI431223,8
201804,HI441426,6
201804,HI442697,7
201804,HI443421,3
201804,HI450069,7
201804,HI456699,7
201804,HI457483,3
201804,HI459439,7
201804,HI466749,5
201804,HI467357,3
201804,HI468152,4
201804,HI468227,5
201804,HI470508,4
201804,HI471204,3
201804,HI475753,8
201804,HI477055,5
201804,HI477508,4
201804,HI481405,4
201804,HI483820,5
201804,HI486531,7
201804,HI488123,6
201804,HI488259,8
201804,HI491504,2
201804,HI491991,9
201804,HI492596,4
201804,HI493527,6
201804,HI494466,6
201804,HI499195,2
201804,HI500662,7
201804,HI501312,4
201804,HI501814,6
201804,HI505696,6
201804,HI506119,2
201804,HI515080,9
201804,HI516704,6
201804,HI518408,4
201804,HI521002,4
201804,HI525146,1
201804,HI525283,4
201804,HI525851,5
201804,HI527630,4
201804,HI529562,6
201804,HI531972,4
201804,HI539181,8
201804,HI543206,3
201804,HI549569,4
201804,HI551380,5
201804,HI554088,4
201804,HI555012,8
201804,HI557133,5
201804,HI557617,4
201804,HI559946,7
201804,HI561218,9
201804,HI563460,9
201804,HI564909,4
201804,HI567520,7
201804,HI570258,11
201804,HI570349,7
201804,HI573797,8
201804,HI574446,7
201804,HI576699,5
201804,HI576763,3
201804,HI580283,5
201804,HI582217,5
201804,HI583705,2
201804,HI584203,4
201804,HI585606,7
201804,HI592803,4
201804,HI595550,7
201804,HI596179,11
201804,HI598974,3
201804,HI599756,1
201804,HI599889,10
201804,HI599892,4
201804,HI602995,8
201804,HI604733,4
201804,HI606225,8
201804,HI606358,11
201804,HI606562,7
201804,HI607042,7
201804,HI614861,4
201804,HI615379,5
201804,HI618824,4
201804,HI628557,6
201804,HI629862,2
201804,HI630523,5
201804,HI630678,6
201804,HI631124,6
201804,HI635742,3
201804,HI635804,10
201804,HI636571,6
201804,HI636994,8
201804,HI637417,8
201804,HI637811,9
201804,HI639424,3
201804,HI639915,4
201804,HI643983,8
201804,HI648498,5
201804,HI650178,2
201804,HI650765,3
201804,HI652401,5
201804,HI652550,6
201804,HI653573,5
201804,HI654756,5
201804,HI655649,5
201804,HI658527,3
201804,HI664739,7
201804,HI665074,3
201804,HI673538,8
201804,HI683278,4
201804,HI693441,7
201804,HI697849,6
201804,HI698264,7
201804,HI699568,4
201804,HI702171,6
201804,HI708658,3
201804,HI713218,4
201804,HI713224,4
201804,HI717281,4
201804,HI720107,5
201804,HI720757,2
201804,HI728364,3
201804,HI728754,7
201804,HI735675,9
201804,HI735866,4
201804,HI736424,1
201804,HI737185,4
201804,HI739497,6
201804,HI740503,7
201804,HI749296,3
201804,HI752359,4
201804,HI754520,5
201804,HI755073,6
201804,HI755349,2
201804,HI764799,5
201804,HI765956,6
201804,HI769940,4
201804,HI770890,5
201804,HI777528,4
201804,HI777712,4
201804,HI778223,4
201804,HI779743,1
201804,HI791682,2
201804,HI792024,6
201804,HI795669,5
201804,HI798295,8
